2020-11-21T14:49:10.794,-7.158300E+01,+8.897600E+01,-4.694800E+01,-7.158300E+01,+8.897600E+01,-4.694800E+01
2020-11-21T14:49:10.803,-7.154600E+01,+8.897600E+01,-4.691000E+01,-7.154600E+01,+8.897600E+01,-4.691000E+01
2020-11-21T14:49:10.813,-7.153700E+01,+8.897500E+01,-4.690100E+01,-7.153700E+01,+8.897500E+01,-4.690100E+01
2020-11-21T14:49:10.823,-7.155200E+01,+8.897400E+01,-4.691700E+01,-7.155200E+01,+8.897400E+01,-4.691700E+01
2020-11-21T14:49:10.833,-7.156700E+01,+8.897400E+01,-4.693100E+01,-7.156700E+01,+8.897400E+01,-4.693100E+01
2020-11-21T14:49:10.846,-7.160300E+01,+8.897400E+01,-4.696500E+01,-7.160300E+01,+8.897400E+01,-4.696500E+01
2020-11-21T14:49:10.853,-7.161500E+01,+8.897400E+01,-4.697500E+01,-7.161500E+01,+8.897400E+01,-4.697500E+01
2020-11-21T14:49:10.863,-7.160700E+01,+8.897500E+01,-4.696600E+01,-7.160700E+01,+8.897500E+01,-4.696600E+01
2020-11-21T14:49:10.873,-7.167401E+01,+8.897600E+01,-4.703200E+01,-7.167401E+01,+8.897600E+01,-4.703200E+01
2020-11-21T14:49:10.883,-7.171400E+01,+8.897500E+01,-4.707100E+01,-7.171400E+01,+8.897500E+01,-4.707100E+01
2020-11-21T14:49:10.893,-7.168500E+01,+8.897600E+01,-4.704400E+01,-7.168500E+01,+8.897600E+01,-4.704400E+01
2020-11-21T14:49:10.903,-7.168200E+01,+8.897700E+01,-4.704100E+01,-7.168200E+01,+8.897700E+01,-4.704100E+01
2020-11-21T14:49:10.913,-7.174300E+01,+8.897700E+01,-4.710300E+01,-7.174300E+01,+8.897700E+01,-4.710300E+01
2020-11-21T14:49:10.924,-7.168700E+01,+8.897700E+01,-4.704800E+01,-7.168700E+01,+8.897700E+01,-4.704800E+01
2020-11-21T14:49:10.933,-7.174800E+01,+8.897700E+01,-4.710800E+01,-7.174800E+01,+8.897700E+01,-4.710800E+01
2020-11-21T14:49:10.943,-7.173100E+01,+8.897700E+01,-4.709200E+01,-7.173100E+01,+8.897700E+01,-4.709200E+01
2020-11-21T14:49:10.953,-7.172000E+01,+8.897700E+01,-4.708100E+01,-7.172000E+01,+8.897700E+01,-4.708100E+01
2020-11-21T14:49:10.963,-7.169200E+01,+8.897800E+01,-4.705300E+01,-7.169200E+01,+8.897800E+01,-4.705300E+01
2020-11-21T14:49:10.973,-7.165400E+01,+8.897800E+01,-4.701600E+01,-7.165400E+01,+8.897800E+01,-4.701600E+01
2020-11-21T14:49:10.983,-7.168300E+01,+8.897700E+01,-4.704700E+01,-7.168300E+01,+8.897700E+01,-4.704700E+01
2020-11-21T14:49:10.994,-7.175801E+01,+8.897700E+01,-4.712200E+01,-7.175801E+01,+8.897700E+01,-4.712200E+01
2020-11-21T14:49:11.003,-7.175600E+01,+8.897700E+01,-4.711800E+01,-7.175600E+01,+8.897700E+01,-4.711800E+01
