timestamp,x,z
2020-11-19T11:28:09.947Z,-0.00,-0.00
2020-11-19T11:28:09.963Z,0.00,0.00
2020-11-19T11:28:09.979Z,0.00,0.00
2020-11-19T11:28:09.994Z,-0.00,-0.01
2020-11-19T11:28:10.010Z,-0.00,0.00
2020-11-19T11:28:10.011Z,0.00,0.00
2020-11-19T11:28:10.026Z,0.00,0.00
2020-11-19T11:28:10.042Z,-0.00,0.00
2020-11-19T11:28:10.058Z,0.00,-0.00
2020-11-19T11:28:10.059Z,0.00,-0.00
2020-11-19T11:28:10.074Z,-0.00,-0.00
2020-11-19T11:28:10.090Z,-0.00,0.00
2020-11-19T11:28:10.106Z,-0.00,0.00
2020-11-19T11:28:10.122Z,-0.00,-0.00
2020-11-19T11:28:10.123Z,0.01,0.00
2020-11-19T11:28:10.138Z,0.00,0.00
2020-11-19T11:28:10.154Z,0.01,-0.00
2020-11-19T11:28:10.170Z,-0.00,0.00
2020-11-19T11:28:10.171Z,0.00,0.01
2020-11-19T11:28:10.186Z,-0.00,0.00
2020-11-19T11:28:10.202Z,0.00,0.00
2020-11-19T11:28:10.218Z,0.00,-0.00
2020-11-19T11:28:10.218Z,-0.00,-0.00
2020-11-19T11:28:10.234Z,0.00,0.00
2020-11-19T11:28:10.250Z,0.00,-0.00
2020-11-19T11:28:10.266Z,-0.00,0.00
2020-11-19T11:28:10.282Z,-0.00,0.00
2020-11-19T11:28:10.284Z,-0.00,0.00
2020-11-19T11:28:10.298Z,0.00,-0.00
2020-11-19T11:28:10.313Z,-0.00,-0.00
2020-11-19T11:28:10.330Z,-0.00,0.01
2020-11-19T11:28:10.346Z,0.00,-0.01
2020-11-19T11:28:10.351Z,-0.00,0.00
2020-11-19T11:28:10.361Z,0.01,-0.01
2020-11-19T11:28:10.377Z,-0.00,-0.00
2020-11-19T11:28:10.393Z,-0.00,0.00
2020-11-19T11:28:10.409Z,-0.00,-0.00
2020-11-19T11:28:10.410Z,0.00,0.00
2020-11-19T11:28:10.425Z,-0.00,0.00
2020-11-19T11:28:10.441Z,0.00,-0.00
2020-11-19T11:28:10.457Z,-0.00,-0.00
2020-11-19T11:28:10.473Z,0.00,-0.00
2020-11-19T11:28:10.474Z,0.01,0.00
2020-11-19T11:28:10.489Z,-0.00,0.00
2020-11-19T11:28:10.505Z,0.00,0.00
2020-11-19T11:28:10.521Z,-0.00,-0.00
2020-11-19T11:28:10.522Z,-0.00,0.00
2020-11-19T11:28:10.537Z,0.00,0.00
2020-11-19T11:28:10.553Z,0.00,-0.00
2020-11-19T11:28:10.569Z,0.01,0.00
2020-11-19T11:28:10.570Z,-0.00,-0.00
2020-11-19T11:28:10.585Z,-0.00,0.00
2020-11-19T11:28:10.601Z,-0.00,0.00
2020-11-19T11:28:10.617Z,-0.01,0.00
2020-11-19T11:28:10.633Z,-0.00,0.00
2020-11-19T11:28:10.634Z,-0.00,-0.00
2020-11-19T11:28:10.649Z,0.00,0.00
2020-11-19T11:28:10.665Z,-0.00,0.00
2020-11-19T11:28:10.680Z,0.00,-0.00
2020-11-19T11:28:10.696Z,-0.00,0.00
2020-11-19T11:28:10.700Z,0.00,0.00
2020-11-19T11:28:10.713Z,-0.00,-0.00
2020-11-19T11:28:10.728Z,-0.00,-0.00
2020-11-19T11:28:10.744Z,0.00,0.01
2020-11-19T11:28:10.745Z,0.00,0.00
2020-11-19T11:28:10.760Z,-0.00,-0.00
2020-11-19T11:28:10.776Z,-0.00,0.00
2020-11-19T11:28:10.792Z,-0.00,-0.00
2020-11-19T11:28:10.808Z,0.00,0.00
2020-11-19T11:28:10.809Z,0.01,0.00
2020-11-19T11:28:10.824Z,-0.00,0.00
2020-11-19T11:28:10.840Z,0.00,-0.01
2020-11-19T11:28:10.856Z,0.00,0.00
2020-11-19T11:28:10.856Z,0.00,0.01
2020-11-19T11:28:10.872Z,-0.00,0.00
2020-11-19T11:28:10.888Z,-0.00,-0.00
2020-11-19T11:28:10.904Z,0.00,0.00
2020-11-19T11:28:10.904Z,0.00,0.00
2020-11-19T11:28:10.920Z,-0.00,0.01
2020-11-19T11:28:10.936Z,0.00,0.00
2020-11-19T11:28:10.952Z,-0.00,-0.00
2020-11-19T11:28:10.968Z,-0.00,-0.00
2020-11-19T11:28:10.968Z,0.00,0.00
2020-11-19T11:28:10.984Z,-0.00,0.00
2020-11-19T11:28:11.000Z,0.00,-0.00
2020-11-19T11:28:11.017Z,-0.00,0.00
2020-11-19T11:28:11.017Z,0.00,0.01
2020-11-19T11:28:11.031Z,0.00,0.01
2020-11-19T11:28:11.047Z,-0.00,-0.01
2020-11-19T11:28:11.063Z,0.00,-0.00
2020-11-19T11:28:11.080Z,-0.00,-0.00
2020-11-19T11:28:11.083Z,0.00,-0.00
2020-11-19T11:28:11.095Z,0.00,0.00
2020-11-19T11:28:11.111Z,-0.00,0.00
2020-11-19T11:28:11.127Z,-0.00,0.01
2020-11-19T11:28:11.128Z,-0.00,0.00
2020-11-19T11:28:11.143Z,0.00,-0.00
2020-11-19T11:28:11.159Z,-0.00,0.00
2020-11-19T11:28:11.175Z,-0.00,0.00
2020-11-19T11:28:11.191Z,0.00,0.00
2020-11-19T11:28:11.191Z,0.00,0.00
2020-11-19T11:28:11.207Z,-0.00,-0.00
2020-11-19T11:28:11.223Z,0.00,-0.00
2020-11-19T11:28:11.239Z,-0.00,0.00
2020-11-19T11:28:11.239Z,0.00,0.00
2020-11-19T11:28:11.255Z,0.01,-0.00
2020-11-19T11:28:11.271Z,0.00,0.00
2020-11-19T11:28:11.287Z,-0.00,0.00
2020-11-19T11:28:11.287Z,-0.00,0.00
2020-11-19T11:28:11.303Z,0.00,0.00
2020-11-19T11:28:11.319Z,-0.00,0.00
2020-11-19T11:28:11.335Z,0.00,0.00
2020-11-19T11:28:11.351Z,-0.00,-0.01
2020-11-19T11:28:11.351Z,0.00,0.00
2020-11-19T11:28:11.367Z,0.00,-0.00
2020-11-19T11:28:11.382Z,0.00,-0.00
2020-11-19T11:28:11.399Z,0.00,-0.00
2020-11-19T11:28:11.401Z,0.00,-0.00
2020-11-19T11:28:11.414Z,0.00,-0.00
2020-11-19T11:28:11.430Z,-0.00,-0.00
2020-11-19T11:28:11.446Z,-0.00,0.00
2020-11-19T11:28:11.462Z,-0.00,0.00
2020-11-19T11:28:11.467Z,-0.00,0.00
2020-11-19T11:28:11.478Z,-0.00,0.00
2020-11-19T11:28:11.494Z,-0.00,0.00
2020-11-19T11:28:11.510Z,-0.00,0.00
2020-11-19T11:28:11.526Z,-0.00,0.00
2020-11-19T11:28:11.527Z,-0.00,-0.00
2020-11-19T11:28:11.542Z,-0.00,0.01
2020-11-19T11:28:11.558Z,-0.00,0.00
2020-11-19T11:28:11.574Z,-0.00,0.00
2020-11-19T11:28:11.574Z,0.00,0.00
2020-11-19T11:28:11.590Z,0.00,0.00
2020-11-19T11:28:11.606Z,0.00,0.00
2020-11-19T11:28:11.622Z,0.00,0.00
2020-11-19T11:28:11.623Z,0.00,0.00
2020-11-19T11:28:11.638Z,-0.00,0.00
2020-11-19T11:28:11.654Z,0.00,0.01
2020-11-19T11:28:11.670Z,-0.00,0.01
2020-11-19T11:28:11.670Z,0.00,-0.00
2020-11-19T11:28:11.686Z,0.00,0.00
2020-11-19T11:28:11.701Z,0.00,-0.00
2020-11-19T11:28:11.717Z,0.00,-0.00
2020-11-19T11:28:11.733Z,-0.01,-0.01
2020-11-19T11:28:11.734Z,-0.00,0.00
2020-11-19T11:28:11.750Z,-0.00,-0.00
