timestamp,degree
2020-11-13T08:57:26.914Z,0.62
2020-11-13T08:57:26.921Z,0.62
2020-11-13T08:57:26.921Z,0.40
2020-11-13T08:57:26.930Z,0.40
2020-11-13T08:57:26.937Z,0.40
2020-11-13T08:57:26.946Z,0.40
2020-11-13T08:57:26.947Z,0.40
2020-11-13T08:57:26.954Z,0.40
2020-11-13T08:57:26.961Z,0.40
2020-11-13T08:57:26.962Z,0.40
2020-11-13T08:57:26.978Z,0.40
2020-11-13T08:57:26.978Z,0.40
2020-11-13T08:57:26.979Z,0.73
2020-11-13T08:57:26.993Z,0.73
2020-11-13T08:57:26.994Z,0.73
2020-11-13T08:57:26.995Z,0.73
2020-11-13T08:57:27.009Z,0.73
2020-11-13T08:57:27.011Z,0.73
2020-11-13T08:57:27.025Z,0.73
2020-11-13T08:57:27.026Z,0.73
2020-11-13T08:57:27.027Z,0.73
2020-11-13T08:57:27.041Z,0.73
2020-11-13T08:57:27.042Z,0.52
2020-11-13T08:57:27.057Z,0.52
2020-11-13T08:57:27.058Z,0.52
2020-11-13T08:57:27.059Z,0.52
2020-11-13T08:57:27.073Z,0.52
2020-11-13T08:57:27.074Z,0.52
2020-11-13T08:57:27.089Z,0.52
2020-11-13T08:57:27.090Z,0.52
2020-11-13T08:57:27.091Z,0.52
2020-11-13T08:57:27.105Z,0.52
2020-11-13T08:57:27.106Z,0.44
2020-11-13T08:57:27.121Z,0.44
2020-11-13T08:57:27.121Z,0.44
2020-11-13T08:57:27.122Z,0.44
2020-11-13T08:57:27.137Z,0.44
2020-11-13T08:57:27.137Z,0.44
2020-11-13T08:57:27.153Z,0.44
2020-11-13T08:57:27.153Z,0.44
2020-11-13T08:57:27.154Z,0.44
2020-11-13T08:57:27.169Z,0.44
2020-11-13T08:57:27.169Z,0.23
2020-11-13T08:57:27.170Z,0.23
2020-11-13T08:57:27.185Z,0.23
2020-11-13T08:57:27.185Z,0.23
2020-11-13T08:57:27.201Z,0.23
2020-11-13T08:57:27.201Z,0.23
2020-11-13T08:57:27.202Z,0.23
2020-11-13T08:57:27.217Z,0.23
2020-11-13T08:57:27.217Z,0.23
2020-11-13T08:57:27.233Z,0.23
2020-11-13T08:57:27.234Z,0.45
2020-11-13T08:57:27.234Z,0.45
2020-11-13T08:57:27.249Z,0.45
2020-11-13T08:57:27.251Z,0.45
2020-11-13T08:57:27.264Z,0.45
2020-11-13T08:57:27.267Z,0.45
2020-11-13T08:57:27.268Z,0.45
2020-11-13T08:57:27.280Z,0.45
2020-11-13T08:57:27.284Z,0.45
2020-11-13T08:57:27.296Z,0.45
2020-11-13T08:57:27.301Z,0.60
2020-11-13T08:57:27.301Z,0.60
2020-11-13T08:57:27.312Z,0.60
2020-11-13T08:57:27.313Z,0.60
2020-11-13T08:57:27.328Z,0.60
2020-11-13T08:57:27.329Z,0.60
2020-11-13T08:57:27.329Z,0.60
2020-11-13T08:57:27.344Z,0.60
2020-11-13T08:57:27.345Z,0.60
2020-11-13T08:57:27.345Z,0.60
2020-11-13T08:57:27.360Z,0.30
2020-11-13T08:57:27.361Z,0.30
2020-11-13T08:57:27.376Z,0.30
2020-11-13T08:57:27.376Z,0.30
2020-11-13T08:57:27.377Z,0.30
2020-11-13T08:57:27.392Z,0.30
2020-11-13T08:57:27.393Z,0.30
2020-11-13T08:57:27.408Z,0.30
2020-11-13T08:57:27.409Z,0.30
2020-11-13T08:57:27.409Z,0.30
2020-11-13T08:57:27.424Z,0.52
2020-11-13T08:57:27.424Z,0.52
2020-11-13T08:57:27.440Z,0.52
2020-11-13T08:57:27.440Z,0.52
2020-11-13T08:57:27.441Z,0.52
2020-11-13T08:57:27.458Z,0.52
2020-11-13T08:57:27.473Z,0.52
2020-11-13T08:57:27.474Z,0.52
2020-11-13T08:57:27.474Z,0.52
2020-11-13T08:57:27.475Z,0.52
2020-11-13T08:57:27.488Z,0.23
2020-11-13T08:57:27.488Z,0.23
2020-11-13T08:57:27.503Z,0.23
2020-11-13T08:57:27.504Z,0.23
2020-11-13T08:57:27.504Z,0.23
2020-11-13T08:57:27.519Z,0.23
2020-11-13T08:57:27.520Z,0.23
2020-11-13T08:57:27.520Z,0.23
2020-11-13T08:57:27.535Z,0.23
2020-11-13T08:57:27.536Z,0.23
2020-11-13T08:57:27.551Z,0.46
2020-11-13T08:57:27.552Z,0.46
2020-11-13T08:57:27.552Z,0.46
2020-11-13T08:57:27.568Z,0.46
2020-11-13T08:57:27.568Z,0.46
2020-11-13T08:57:27.583Z,0.46
2020-11-13T08:57:27.584Z,0.46
2020-11-13T08:57:27.584Z,0.46
2020-11-13T08:57:27.599Z,0.46
2020-11-13T08:57:27.600Z,0.46
2020-11-13T08:57:27.615Z,0.55
2020-11-13T08:57:27.617Z,0.55
2020-11-13T08:57:27.617Z,0.55
2020-11-13T08:57:27.631Z,0.55
2020-11-13T08:57:27.633Z,0.55
2020-11-13T08:57:27.647Z,0.55
2020-11-13T08:57:27.650Z,0.55
2020-11-13T08:57:27.650Z,0.55
2020-11-13T08:57:27.663Z,0.55
2020-11-13T08:57:27.666Z,0.55
2020-11-13T08:57:27.679Z,0.57
2020-11-13T08:57:27.679Z,0.57
2020-11-13T08:57:27.680Z,0.57
2020-11-13T08:57:27.695Z,0.57
2020-11-13T08:57:27.696Z,0.57
2020-11-13T08:57:27.706Z,0.57
2020-11-13T08:57:27.711Z,0.57
2020-11-13T08:57:27.712Z,0.57
2020-11-13T08:57:27.727Z,0.57
2020-11-13T08:57:27.728Z,0.57
2020-11-13T08:57:27.728Z,0.39
2020-11-13T08:57:27.743Z,0.39
2020-11-13T08:57:27.743Z,0.39
2020-11-13T08:57:27.759Z,0.39
2020-11-13T08:57:27.759Z,0.39
2020-11-13T08:57:27.759Z,0.39
2020-11-13T08:57:27.774Z,0.39
2020-11-13T08:57:27.775Z,0.39
2020-11-13T08:57:27.790Z,0.39
2020-11-13T08:57:27.791Z,0.39
2020-11-13T08:57:27.791Z,0.47
2020-11-13T08:57:27.806Z,0.47
2020-11-13T08:57:27.807Z,0.47
2020-11-13T08:57:27.822Z,0.47
2020-11-13T08:57:27.823Z,0.47
2020-11-13T08:57:27.823Z,0.47
2020-11-13T08:57:27.838Z,0.47
2020-11-13T08:57:27.839Z,0.47
2020-11-13T08:57:27.854Z,0.47
2020-11-13T08:57:27.855Z,0.47
2020-11-13T08:57:27.855Z,0.44
2020-11-13T08:57:27.870Z,0.44
2020-11-13T08:57:27.879Z,0.44
2020-11-13T08:57:27.886Z,0.44
2020-11-13T08:57:27.887Z,0.44
2020-11-13T08:57:27.887Z,0.44
2020-11-13T08:57:27.902Z,0.44
2020-11-13T08:57:27.903Z,0.44
2020-11-13T08:57:27.903Z,0.44
2020-11-13T08:57:27.918Z,0.44
2020-11-13T08:57:27.919Z,0.57
2020-11-13T08:57:27.934Z,0.57
2020-11-13T08:57:27.936Z,0.57
2020-11-13T08:57:27.936Z,0.57
2020-11-13T08:57:27.950Z,0.57
2020-11-13T08:57:27.953Z,0.57
2020-11-13T08:57:27.966Z,0.57
2020-11-13T08:57:27.969Z,0.57
2020-11-13T08:57:27.970Z,0.57
2020-11-13T08:57:27.982Z,0.57
2020-11-13T08:57:27.987Z,0.48
2020-11-13T08:57:27.998Z,0.48
2020-11-13T08:57:28.003Z,0.48
2020-11-13T08:57:28.004Z,0.48
2020-11-13T08:57:28.014Z,0.48
2020-11-13T08:57:28.020Z,0.48
2020-11-13T08:57:28.030Z,0.48
2020-11-13T08:57:28.036Z,0.48
2020-11-13T08:57:28.036Z,0.48
2020-11-13T08:57:28.046Z,0.48
2020-11-13T08:57:28.047Z,0.47
2020-11-13T08:57:28.062Z,0.47
2020-11-13T08:57:28.076Z,0.47
2020-11-13T08:57:28.077Z,0.47
2020-11-13T08:57:28.078Z,0.47
2020-11-13T08:57:28.079Z,0.47
2020-11-13T08:57:28.079Z,0.47
2020-11-13T08:57:28.093Z,0.47
2020-11-13T08:57:28.094Z,0.47
2020-11-13T08:57:28.109Z,0.47
2020-11-13T08:57:28.110Z,0.56
2020-11-13T08:57:28.110Z,0.56
2020-11-13T08:57:28.125Z,0.56
2020-11-13T08:57:28.126Z,0.56
2020-11-13T08:57:28.141Z,0.56
2020-11-13T08:57:28.142Z,0.56
2020-11-13T08:57:28.142Z,0.56
2020-11-13T08:57:28.157Z,0.56
2020-11-13T08:57:28.158Z,0.56
2020-11-13T08:57:28.173Z,0.56
2020-11-13T08:57:28.174Z,0.44
2020-11-13T08:57:28.174Z,0.44
2020-11-13T08:57:28.189Z,0.44
2020-11-13T08:57:28.190Z,0.44
2020-11-13T08:57:28.205Z,0.44
2020-11-13T08:57:28.206Z,0.44
2020-11-13T08:57:28.207Z,0.44
2020-11-13T08:57:28.221Z,0.44
2020-11-13T08:57:28.222Z,0.44
2020-11-13T08:57:28.237Z,0.44
2020-11-13T08:57:28.238Z,0.49
2020-11-13T08:57:28.239Z,0.49
2020-11-13T08:57:28.253Z,0.49
2020-11-13T08:57:28.254Z,0.49
2020-11-13T08:57:28.254Z,0.49
2020-11-13T08:57:28.269Z,0.49
2020-11-13T08:57:28.270Z,0.49
2020-11-13T08:57:28.285Z,0.49
2020-11-13T08:57:28.286Z,0.49
2020-11-13T08:57:28.287Z,0.49
2020-11-13T08:57:28.301Z,0.42
2020-11-13T08:57:28.303Z,0.42
2020-11-13T08:57:28.317Z,0.42
2020-11-13T08:57:28.319Z,0.42
2020-11-13T08:57:28.320Z,0.42
2020-11-13T08:57:28.333Z,0.42
2020-11-13T08:57:28.336Z,0.42
2020-11-13T08:57:28.349Z,0.42
2020-11-13T08:57:28.352Z,0.42
2020-11-13T08:57:28.353Z,0.42
2020-11-13T08:57:28.365Z,0.46
2020-11-13T08:57:28.369Z,0.46
2020-11-13T08:57:28.381Z,0.46
2020-11-13T08:57:28.386Z,0.46
2020-11-13T08:57:28.387Z,0.46
2020-11-13T08:57:28.397Z,0.46
2020-11-13T08:57:28.403Z,0.46
2020-11-13T08:57:28.412Z,0.46
2020-11-13T08:57:28.419Z,0.46
2020-11-13T08:57:28.420Z,0.46
2020-11-13T08:57:28.428Z,0.35
2020-11-13T08:57:28.429Z,0.35
2020-11-13T08:57:28.430Z,0.35
2020-11-13T08:57:28.444Z,0.35
2020-11-13T08:57:28.445Z,0.35
2020-11-13T08:57:28.460Z,0.35
2020-11-13T08:57:28.461Z,0.35
2020-11-13T08:57:28.462Z,0.35
2020-11-13T08:57:28.476Z,0.35
2020-11-13T08:57:28.477Z,0.35
2020-11-13T08:57:28.492Z,0.69
2020-11-13T08:57:28.493Z,0.69
2020-11-13T08:57:28.494Z,0.69
2020-11-13T08:57:28.508Z,0.69
2020-11-13T08:57:28.509Z,0.69
2020-11-13T08:57:28.524Z,0.69
2020-11-13T08:57:28.525Z,0.69
2020-11-13T08:57:28.526Z,0.69
2020-11-13T08:57:28.540Z,0.69
2020-11-13T08:57:28.541Z,0.69
2020-11-13T08:57:28.556Z,0.42
2020-11-13T08:57:28.557Z,0.42
2020-11-13T08:57:28.558Z,0.42
2020-11-13T08:57:28.572Z,0.42
2020-11-13T08:57:28.573Z,0.42
2020-11-13T08:57:28.588Z,0.42
2020-11-13T08:57:28.589Z,0.42
2020-11-13T08:57:28.589Z,0.42
2020-11-13T08:57:28.604Z,0.42
2020-11-13T08:57:28.605Z,0.42
2020-11-13T08:57:28.605Z,0.39
2020-11-13T08:57:28.620Z,0.39
2020-11-13T08:57:28.621Z,0.39
2020-11-13T08:57:28.636Z,0.39
2020-11-13T08:57:28.637Z,0.39
2020-11-13T08:57:28.637Z,0.39
2020-11-13T08:57:28.652Z,0.39
2020-11-13T08:57:28.653Z,0.39
2020-11-13T08:57:28.668Z,0.39
2020-11-13T08:57:28.669Z,0.39
2020-11-13T08:57:28.670Z,0.42
2020-11-13T08:57:28.684Z,0.42
2020-11-13T08:57:28.686Z,0.42
2020-11-13T08:57:28.699Z,0.42
2020-11-13T08:57:28.702Z,0.42
2020-11-13T08:57:28.703Z,0.42
2020-11-13T08:57:28.715Z,0.42
2020-11-13T08:57:28.719Z,0.42
2020-11-13T08:57:28.731Z,0.42
2020-11-13T08:57:28.736Z,0.42
2020-11-13T08:57:28.737Z,0.58
2020-11-13T08:57:28.747Z,0.58
2020-11-13T08:57:28.752Z,0.58
2020-11-13T08:57:28.763Z,0.58
2020-11-13T08:57:28.770Z,0.58
2020-11-13T08:57:28.770Z,0.58
2020-11-13T08:57:28.779Z,0.58
2020-11-13T08:57:28.780Z,0.58
2020-11-13T08:57:28.786Z,0.58
2020-11-13T08:57:28.795Z,0.58
2020-11-13T08:57:28.796Z,-0.34
2020-11-13T08:57:28.811Z,-0.34
2020-11-13T08:57:28.812Z,-0.34
2020-11-13T08:57:28.827Z,-0.34
2020-11-13T08:57:28.828Z,-0.34
2020-11-13T08:57:28.843Z,-0.34
2020-11-13T08:57:28.844Z,-0.34
2020-11-13T08:57:28.859Z,-0.34
2020-11-13T08:57:28.860Z,-0.34
2020-11-13T08:57:28.860Z,-0.34
2020-11-13T08:57:28.875Z,0.92
2020-11-13T08:57:28.876Z,0.92
2020-11-13T08:57:28.891Z,0.92
2020-11-13T08:57:28.892Z,0.92
2020-11-13T08:57:28.892Z,0.92
2020-11-13T08:57:28.907Z,0.92
2020-11-13T08:57:28.908Z,0.92
2020-11-13T08:57:28.923Z,0.92
2020-11-13T08:57:28.923Z,0.92
2020-11-13T08:57:28.924Z,0.92
2020-11-13T08:57:28.938Z,-1.90
2020-11-13T08:57:28.939Z,-1.90
2020-11-13T08:57:28.954Z,-1.90
2020-11-13T08:57:28.955Z,-1.90
2020-11-13T08:57:28.970Z,-1.90
2020-11-13T08:57:28.971Z,-1.90
2020-11-13T08:57:28.986Z,-1.90
2020-11-13T08:57:28.987Z,-1.90
2020-11-13T08:57:29.003Z,-1.90
2020-11-13T08:57:29.005Z,-1.90
2020-11-13T08:57:29.006Z,0.74
2020-11-13T08:57:29.018Z,0.74
2020-11-13T08:57:29.021Z,0.74
2020-11-13T08:57:29.034Z,0.74
2020-11-13T08:57:29.035Z,0.74
2020-11-13T08:57:29.035Z,0.74
2020-11-13T08:57:29.050Z,0.74
2020-11-13T08:57:29.051Z,0.74
2020-11-13T08:57:29.066Z,0.74
2020-11-13T08:57:29.068Z,0.74
2020-11-13T08:57:29.068Z,5.11
2020-11-13T08:57:29.082Z,5.11
2020-11-13T08:57:29.085Z,5.11
2020-11-13T08:57:29.085Z,5.11
2020-11-13T08:57:29.098Z,5.11
2020-11-13T08:57:29.101Z,5.11
2020-11-13T08:57:29.114Z,5.11
2020-11-13T08:57:29.118Z,5.11
2020-11-13T08:57:29.119Z,5.11
2020-11-13T08:57:29.130Z,5.11
2020-11-13T08:57:29.135Z,0.45
2020-11-13T08:57:29.146Z,0.45
2020-11-13T08:57:29.151Z,0.45
2020-11-13T08:57:29.152Z,0.45
2020-11-13T08:57:29.162Z,0.45
2020-11-13T08:57:29.162Z,0.45
2020-11-13T08:57:29.178Z,0.45
2020-11-13T08:57:29.179Z,0.45
2020-11-13T08:57:29.179Z,0.45
2020-11-13T08:57:29.194Z,0.45
2020-11-13T08:57:29.194Z,-0.09
2020-11-13T08:57:29.210Z,-0.09
2020-11-13T08:57:29.210Z,-0.09
2020-11-13T08:57:29.226Z,-0.09
2020-11-13T08:57:29.226Z,-0.09
2020-11-13T08:57:29.242Z,-0.09
2020-11-13T08:57:29.242Z,-0.09
2020-11-13T08:57:29.243Z,-0.09
2020-11-13T08:57:29.257Z,-0.09
2020-11-13T08:57:29.258Z,-0.09
2020-11-13T08:57:29.273Z,3.98
2020-11-13T08:57:29.274Z,3.98
2020-11-13T08:57:29.289Z,3.98
2020-11-13T08:57:29.290Z,3.98
2020-11-13T08:57:29.290Z,3.98
2020-11-13T08:57:29.305Z,3.98
2020-11-13T08:57:29.306Z,3.98
2020-11-13T08:57:29.307Z,3.98
2020-11-13T08:57:29.321Z,3.98
2020-11-13T08:57:29.322Z,3.98
2020-11-13T08:57:29.337Z,2.14
2020-11-13T08:57:29.338Z,2.14
2020-11-13T08:57:29.338Z,2.14
2020-11-13T08:57:29.353Z,2.14
2020-11-13T08:57:29.354Z,2.14
2020-11-13T08:57:29.369Z,2.14
2020-11-13T08:57:29.370Z,2.14
2020-11-13T08:57:29.370Z,2.14
2020-11-13T08:57:29.385Z,2.14
2020-11-13T08:57:29.386Z,2.14
2020-11-13T08:57:29.401Z,1.39
2020-11-13T08:57:29.402Z,1.39
2020-11-13T08:57:29.402Z,1.39
2020-11-13T08:57:29.417Z,1.39
2020-11-13T08:57:29.418Z,1.39
2020-11-13T08:57:29.433Z,1.39
2020-11-13T08:57:29.434Z,1.39
2020-11-13T08:57:29.435Z,1.39
2020-11-13T08:57:29.449Z,1.39
2020-11-13T08:57:29.451Z,1.39
2020-11-13T08:57:29.465Z,-0.17
2020-11-13T08:57:29.468Z,-0.17
2020-11-13T08:57:29.481Z,-0.17
2020-11-13T08:57:29.484Z,-0.17
2020-11-13T08:57:29.485Z,-0.17
2020-11-13T08:57:29.497Z,-0.17
2020-11-13T08:57:29.501Z,-0.17
2020-11-13T08:57:29.513Z,-0.17
2020-11-13T08:57:29.518Z,-0.17
2020-11-13T08:57:29.528Z,-0.17
2020-11-13T08:57:29.529Z,-0.09
2020-11-13T08:57:29.544Z,-0.09
2020-11-13T08:57:29.545Z,-0.09
2020-11-13T08:57:29.560Z,-0.09
2020-11-13T08:57:29.561Z,-0.09
2020-11-13T08:57:29.561Z,-0.09
2020-11-13T08:57:29.576Z,-0.09
2020-11-13T08:57:29.577Z,-0.09
2020-11-13T08:57:29.592Z,-0.09
2020-11-13T08:57:29.593Z,-0.09
2020-11-13T08:57:29.608Z,0.30
2020-11-13T08:57:29.609Z,0.30
2020-11-13T08:57:29.610Z,0.30
2020-11-13T08:57:29.624Z,0.30
2020-11-13T08:57:29.625Z,0.30
2020-11-13T08:57:29.640Z,0.30
2020-11-13T08:57:29.641Z,0.30
2020-11-13T08:57:29.641Z,0.30
2020-11-13T08:57:29.656Z,0.30
2020-11-13T08:57:29.657Z,0.30
2020-11-13T08:57:29.672Z,-0.47
2020-11-13T08:57:29.673Z,-0.47
2020-11-13T08:57:29.688Z,-0.47
2020-11-13T08:57:29.689Z,-0.47
2020-11-13T08:57:29.704Z,-0.47
2020-11-13T08:57:29.705Z,-0.47
2020-11-13T08:57:29.705Z,-0.47
2020-11-13T08:57:29.720Z,-0.47
2020-11-13T08:57:29.720Z,-0.47
2020-11-13T08:57:29.736Z,-0.47
2020-11-13T08:57:29.737Z,0.09
2020-11-13T08:57:29.752Z,0.09
2020-11-13T08:57:29.752Z,0.09
2020-11-13T08:57:29.753Z,0.09
2020-11-13T08:57:29.768Z,0.09
2020-11-13T08:57:29.769Z,0.09
2020-11-13T08:57:29.784Z,0.09
2020-11-13T08:57:29.784Z,0.09
2020-11-13T08:57:29.785Z,0.09
2020-11-13T08:57:29.800Z,0.09
2020-11-13T08:57:29.801Z,0.56
2020-11-13T08:57:29.816Z,0.56
2020-11-13T08:57:29.817Z,0.56
2020-11-13T08:57:29.818Z,0.56
2020-11-13T08:57:29.831Z,0.56
2020-11-13T08:57:29.834Z,0.56
2020-11-13T08:57:29.835Z,0.56
2020-11-13T08:57:29.847Z,0.56
2020-11-13T08:57:29.851Z,0.56
2020-11-13T08:57:29.863Z,0.56
2020-11-13T08:57:29.868Z,0.03
2020-11-13T08:57:29.868Z,0.03
2020-11-13T08:57:29.879Z,0.03
2020-11-13T08:57:29.880Z,0.03
2020-11-13T08:57:29.895Z,0.03
2020-11-13T08:57:29.896Z,0.03
2020-11-13T08:57:29.897Z,0.03
2020-11-13T08:57:29.911Z,0.03
2020-11-13T08:57:29.912Z,0.03
2020-11-13T08:57:29.927Z,0.03
2020-11-13T08:57:29.928Z,-0.90
2020-11-13T08:57:29.943Z,-0.90
2020-11-13T08:57:29.944Z,-0.90
2020-11-13T08:57:29.944Z,-0.90
2020-11-13T08:57:29.959Z,-0.90
2020-11-13T08:57:29.960Z,-0.90
2020-11-13T08:57:29.975Z,-0.90
2020-11-13T08:57:29.976Z,-0.90
2020-11-13T08:57:29.991Z,-0.90
2020-11-13T08:57:29.992Z,-0.90
2020-11-13T08:57:30.007Z,1.80
2020-11-13T08:57:30.007Z,1.80
2020-11-13T08:57:30.008Z,1.80
2020-11-13T08:57:30.023Z,1.80
2020-11-13T08:57:30.024Z,1.80
2020-11-13T08:57:30.039Z,1.80
2020-11-13T08:57:30.039Z,1.80
2020-11-13T08:57:30.040Z,1.80
2020-11-13T08:57:30.055Z,1.80
2020-11-13T08:57:30.055Z,1.80
2020-11-13T08:57:30.071Z,-4.54
2020-11-13T08:57:30.071Z,-4.54
2020-11-13T08:57:30.072Z,-4.54
2020-11-13T08:57:30.087Z,-4.54
2020-11-13T08:57:30.087Z,-4.54
2020-11-13T08:57:30.102Z,-4.54
2020-11-13T08:57:30.103Z,-4.54
2020-11-13T08:57:30.118Z,-4.54
2020-11-13T08:57:30.119Z,-4.54
2020-11-13T08:57:30.135Z,-4.54
2020-11-13T08:57:30.139Z,0.98
2020-11-13T08:57:30.140Z,0.98
2020-11-13T08:57:30.150Z,0.98
2020-11-13T08:57:30.155Z,0.98
2020-11-13T08:57:30.166Z,0.98
2020-11-13T08:57:30.169Z,0.98
2020-11-13T08:57:30.170Z,0.98
2020-11-13T08:57:30.182Z,0.98
2020-11-13T08:57:30.185Z,0.98
2020-11-13T08:57:30.198Z,0.98
2020-11-13T08:57:30.202Z,-0.57
2020-11-13T08:57:30.214Z,-0.57
2020-11-13T08:57:30.218Z,-0.57
2020-11-13T08:57:30.219Z,-0.57
2020-11-13T08:57:30.230Z,-0.57
2020-11-13T08:57:30.235Z,-0.57
2020-11-13T08:57:30.246Z,-0.57
2020-11-13T08:57:30.247Z,-0.57
2020-11-13T08:57:30.262Z,-0.57
2020-11-13T08:57:30.263Z,-0.57
2020-11-13T08:57:30.278Z,-0.46
2020-11-13T08:57:30.279Z,-0.46
2020-11-13T08:57:30.294Z,-0.46
2020-11-13T08:57:30.295Z,-0.46
2020-11-13T08:57:30.310Z,-0.46
2020-11-13T08:57:30.311Z,-0.46
2020-11-13T08:57:30.311Z,-0.46
2020-11-13T08:57:30.326Z,-0.46
2020-11-13T08:57:30.327Z,-0.46
2020-11-13T08:57:30.342Z,-0.46
2020-11-13T08:57:30.342Z,23.36
2020-11-13T08:57:30.358Z,23.36
2020-11-13T08:57:30.358Z,23.36
2020-11-13T08:57:30.374Z,23.36
2020-11-13T08:57:30.374Z,23.36
2020-11-13T08:57:30.390Z,23.36
2020-11-13T08:57:30.390Z,23.36
2020-11-13T08:57:30.391Z,23.36
2020-11-13T08:57:30.406Z,23.36
2020-11-13T08:57:30.406Z,23.36
2020-11-13T08:57:30.421Z,-1.37
