2020-11-19T11:16:13.910Z,Initializing Gyro
2020-11-19T11:16:13.942Z,Testing Gyro connections...
2020-11-19T11:16:13.974Z,Gyro connection failed
2020-11-19T11:16:13.990Z,Calibration ACCELERO...
2020-11-19T11:16:16.670Z,RTU08 Ready
