timestamp,x,z
2020-10-29T07:27:15.614Z,-0.01,-0.00
2020-10-29T07:27:15.630Z,-0.00,0.00
2020-10-29T07:27:15.630Z,0.01,-0.00
2020-10-29T07:27:15.646Z,0.00,0.00
2020-10-29T07:27:15.663Z,0.00,-0.01
2020-10-29T07:27:15.677Z,-0.00,0.00
2020-10-29T07:27:15.680Z,0.00,-0.00
2020-10-29T07:27:15.693Z,0.00,0.00
2020-10-29T07:27:15.709Z,0.00,0.00
2020-10-29T07:27:15.725Z,-0.00,-0.00
2020-10-29T07:27:15.741Z,-0.00,-0.00
2020-10-29T07:27:15.746Z,0.00,-0.01
2020-10-29T07:27:15.757Z,0.00,-0.00
2020-10-29T07:27:15.773Z,0.00,-0.00
2020-10-29T07:27:15.789Z,0.00,-0.00
2020-10-29T07:27:15.789Z,0.00,-0.00
2020-10-29T07:27:15.805Z,0.00,-0.00
2020-10-29T07:27:15.821Z,0.00,-0.00
2020-10-29T07:27:15.836Z,0.00,0.00
2020-10-29T07:27:15.837Z,0.00,0.00
2020-10-29T07:27:15.852Z,0.00,-0.00
2020-10-29T07:27:15.868Z,-0.00,0.00
2020-10-29T07:27:15.884Z,0.00,-0.01
2020-10-29T07:27:15.900Z,-0.00,-0.00
2020-10-29T07:27:15.901Z,-0.00,0.00
2020-10-29T07:27:15.916Z,-0.00,0.00
2020-10-29T07:27:15.932Z,-0.00,0.01
2020-10-29T07:27:15.949Z,-0.00,0.00
2020-10-29T07:27:15.964Z,-0.00,0.00
2020-10-29T07:27:15.965Z,0.00,0.00
2020-10-29T07:27:15.980Z,0.00,0.00
2020-10-29T07:27:15.996Z,-0.00,-0.00
2020-10-29T07:27:16.015Z,-0.00,0.00
2020-10-29T07:27:16.015Z,0.00,0.00
2020-10-29T07:27:16.028Z,0.00,-0.00
2020-10-29T07:27:16.043Z,-0.01,-0.00
2020-10-29T07:27:16.059Z,0.01,0.01
2020-10-29T07:27:16.075Z,-0.00,0.00
2020-10-29T07:27:16.079Z,-0.00,0.01
2020-10-29T07:27:16.092Z,0.00,-0.00
2020-10-29T07:27:16.109Z,0.00,0.00
2020-10-29T07:27:16.123Z,0.00,-0.00
2020-10-29T07:27:16.124Z,0.00,0.01
2020-10-29T07:27:16.139Z,-0.00,-0.00
2020-10-29T07:27:16.155Z,-0.00,0.00
2020-10-29T07:27:16.171Z,0.00,-0.00
2020-10-29T07:27:16.188Z,-0.00,-0.01
2020-10-29T07:27:16.188Z,-0.00,0.00
2020-10-29T07:27:16.203Z,-0.01,0.00
2020-10-29T07:27:16.219Z,-0.00,0.00
2020-10-29T07:27:16.235Z,0.00,-0.01
2020-10-29T07:27:16.250Z,0.00,0.00
2020-10-29T07:27:16.251Z,-0.00,0.00
2020-10-29T07:27:16.266Z,0.00,0.00
2020-10-29T07:27:16.282Z,-0.00,0.00
2020-10-29T07:27:16.298Z,0.00,0.00
2020-10-29T07:27:16.299Z,-0.00,-0.00
2020-10-29T07:27:16.314Z,0.00,0.00
2020-10-29T07:27:16.330Z,0.00,0.00
2020-10-29T07:27:16.346Z,0.00,0.00
2020-10-29T07:27:16.348Z,-0.00,-0.00
2020-10-29T07:27:16.362Z,0.00,0.00
2020-10-29T07:27:16.378Z,0.00,-0.00
2020-10-29T07:27:16.394Z,-0.00,-0.00
2020-10-29T07:27:16.410Z,0.00,-0.00
2020-10-29T07:27:16.413Z,-0.00,0.00
2020-10-29T07:27:16.426Z,0.00,0.00
2020-10-29T07:27:16.441Z,-0.00,-0.00
2020-10-29T07:27:16.464Z,0.01,-0.00
2020-10-29T07:27:16.473Z,0.00,-0.00
2020-10-29T07:27:16.474Z,0.00,0.00
2020-10-29T07:27:16.489Z,-0.00,0.00
2020-10-29T07:27:16.505Z,-0.00,-0.01
2020-10-29T07:27:16.521Z,-0.00,0.00
2020-10-29T07:27:16.521Z,-0.00,0.00
2020-10-29T07:27:16.537Z,-0.00,0.00
2020-10-29T07:27:16.553Z,0.01,0.00
2020-10-29T07:27:16.569Z,-0.00,-0.00
2020-10-29T07:27:16.585Z,0.00,0.00
2020-10-29T07:27:16.586Z,0.00,0.00
2020-10-29T07:27:16.601Z,0.00,-0.00
2020-10-29T07:27:16.617Z,0.00,-0.00
2020-10-29T07:27:16.633Z,0.00,-0.00
2020-10-29T07:27:16.634Z,-0.00,-0.00
2020-10-29T07:27:16.648Z,-0.00,-0.01
2020-10-29T07:27:16.664Z,-0.00,0.00
2020-10-29T07:27:16.680Z,0.01,0.00
2020-10-29T07:27:16.696Z,-0.00,0.00
2020-10-29T07:27:16.704Z,-0.00,0.00
2020-10-29T07:27:16.712Z,0.00,-0.00
2020-10-29T07:27:16.728Z,-0.00,0.00
2020-10-29T07:27:16.744Z,-0.00,0.00
2020-10-29T07:27:16.760Z,-0.00,-0.00
2020-10-29T07:27:16.767Z,0.00,0.00
2020-10-29T07:27:16.778Z,0.00,0.00
2020-10-29T07:27:16.793Z,-0.00,-0.00
2020-10-29T07:27:16.809Z,0.00,-0.00
2020-10-29T07:27:16.816Z,0.01,-0.00
2020-10-29T07:27:16.824Z,-0.00,-0.00
2020-10-29T07:27:16.839Z,-0.00,0.00
2020-10-29T07:27:16.855Z,0.00,0.00
2020-10-29T07:27:16.871Z,0.00,0.00
2020-10-29T07:27:16.872Z,-0.00,0.01
