Data info
File name: E:\Werk\jumat cipeles\CIPELES 26-11-2020 - AKSELEROMETER\kalibrasi jumat\kal 1_0116.dxd
Start time: 11/27/2020 14:24:16.330
Number of channels: 1
Sample rate: 100
Store type: always fast


Data1

Time (s)	AI 8 (um/m)
158.04	15.143492
158.05	14.839032
158.06	14.570392
158.07	14.418161
158.08	13.719696
158.09	12.833182
158.1	12.519768
158.11	12.197399
158.12	12.054125
158.13	12.233218
158.14	12.716771
158.15	13.200324
158.16	13.164506
158.17	13.845061
158.18	14.489799
158.19	14.274887
158.2	14.75844
158.21	15.19722
158.22	14.785304
158.23	13.567467
158.24	12.860046
158.25	13.074959
158.26	12.430222
158.27	11.131792
158.28	10.737785
158.29	10.952698
158.3	9.6363592
158.31	7.8543763
158.32	8.3827028
158.33	8.5349321
158.34	7.4782796
158.35	7.657373
158.36	7.3350043
158.37	7.0753183
158.38	7.2991858
158.39	7.2723217
158.4	7.9618325
158.41	8.7498446
158.42	8.8752108
158.43	8.6692524
158.44	9.1528063
158.45	10.218413
158.46	11.16761
158.47	11.848166
158.48	12.412312
158.49	12.60036
158.5	12.233218
158.51	11.830257
158.52	11.803393
158.53	12.098898
158.54	11.731755
158.55	10.59451
158.56	9.9139538
158.57	9.9766369
158.58	9.519948
158.59	8.5976152
158.6	9.0811682
158.61	9.4572649
158.62	8.4453859
158.63	7.6036448
158.64	7.2633672
158.65	6.6992216
158.66	6.403717
158.67	7.0574093
158.68	6.6992216
158.69	5.830617
158.7	5.5172029
158.71	4.9172392
158.72	4.5142779
158.73	4.9888763
158.74	5.7142062
158.75	5.7589798
158.76	6.3320794
158.77	6.7887688
158.78	6.7619047
158.79	7.3887324
158.8	7.6752825
158.81	7.2006841
158.82	7.1111374
158.83	7.9349685
158.84	7.7469201
158.85	6.9678621
158.86	7.3081403
158.87	7.8364668
158.88	6.9589076
158.89	5.2127438
158.9	5.2754264
158.91	5.9828467
158.92	5.0426044
158.93	3.9590876
158.94	4.1471357
158.95	4.4874139
158.96	3.9411781
158.97	2.9561627
158.98	2.8039329
158.99	3.2874861
159	3.4844892
159.01	4.1113172
159.02	4.5948701
159.03	4.4784594
159.04	4.3620486
159.05	4.6933718
159.06	5.3649735
159.07	4.800828
159.08	4.6575532
159.09	6.0007563
159.1	6.1888046
159.11	6.1798496
159.12	6.5380373
159.13	6.4126716
159.14	6.636539
159.15	6.4126716
159.16	5.6246591
159.17	5.4724298
159.18	5.7589798
159.19	5.6157045
159.2	4.7829189
159.21	4.4157767
159.22	3.88745
159.23	3.0994377
159.24	3.9949062
159.25	4.9530578
159.26	4.4695048
159.27	3.5113533
159.28	3.403897
159.29	3.9411781
159.3	3.9859517
159.31	4.2187734
159.32	4.9799218
159.33	4.7650094
159.34	4.3889127
159.35	5.4992938
159.36	6.5290828
159.37	6.914134
159.38	7.3081403
159.39	7.0663638
159.4	6.3678985
159.41	6.5559468
159.42	7.2185936
159.43	7.0932279
159.44	6.9320436
159.45	6.7171311
159.46	6.1619406
159.47	5.9649372
159.48	4.8814201
159.49	4.0128155
159.5	4.7202358
159.51	4.2814565
159.52	3.233758
159.53	3.5919454
159.54	3.5561266
159.55	3.6635828
159.56	4.2635469
159.57	3.6994016
159.58	3.8605859
159.59	5.1052876
159.6	5.579886
159.61	5.5888405
159.62	6.0813484
159.63	6.7171311
159.64	6.5649014
159.65	6.4932637
159.66	7.3081403
159.67	8.1588354
159.68	7.9886966
159.69	7.4872341
159.7	7.8812404
159.71	8.0245152
159.72	8.1856995
159.73	8.3200197
159.74	7.146956
159.75	6.6992216
159.76	7.2185936
159.77	6.663403
159.78	5.3649735
159.79	5.1590157
159.8	5.347064
159.81	5.087378
159.82	4.9620123
159.83	4.7112813
159.84	4.8724656
159.85	5.0336499
159.86	5.3381095
159.87	5.5351124
159.88	5.4097466
159.89	5.7947984
159.9	6.2156687
159.91	6.8424969
159.92	7.6484184
159.93	7.8812404
159.94	7.7379656
159.95	7.8812404
159.96	8.0513792
159.97	7.6215544
159.98	7.1559105
159.99	7.5140982
160	7.4514155
160.01	7.4245515
160.02	8.1409264
160.03	7.6125998
160.04	6.5111732
160.05	6.8783154
160.06	7.5051436
160.07	6.9320436
160.08	6.6454935
160.09	6.7887688
160.1	6.6992216
160.11	6.9768171
160.12	6.8693609
160.13	6.4574451
160.14	7.0126357
160.15	7.7021465
160.16	8.1319714
160.17	7.9081044
160.18	6.7619047
160.19	6.9320436
160.2	7.8006482
160.21	7.7111011
160.22	7.7379656
160.23	8.0692892
160.24	7.7111011
160.25	7.433506
160.26	8.1588354
160.27	8.7767086
160.28	8.7319355
160.29	8.7050714
160.3	8.8841648
160.31	8.964757
160.32	8.5707512
160.33	7.8991499
160.34	7.7290106
160.35	7.8722858
160.36	7.8901949
160.37	8.0334702
160.38	8.1498814
160.39	8.3647938
160.4	8.3737478
160.41	8.3468838
160.42	8.2842016
160.43	8.4006119
160.44	9.3766727
160.45	9.6721773
160.46	9.0363951
160.47	8.5528421
160.48	8.9289389
160.49	9.6094952
160.5	10.048275
160.51	10.155731
160.52	9.493084
160.53	9.3050356
160.54	9.4124918
160.55	9.4035368
160.56	9.7527695
160.57	9.4035368
160.58	8.964757
160.59	9.4035368
160.6	9.6990414
160.61	9.4304008
160.62	9.6363592
160.63	9.6811323
160.64	9.2333984
160.65	9.5378571
160.66	9.7079964
160.67	9.9139538
160.68	10.218413
160.69	10.236323
160.7	10.406462
160.71	10.406462
160.72	10.648238
160.73	11.113882
160.74	11.516843
160.75	11.113882
160.76	10.4781
160.77	10.46019
160.78	10.603465
160.79	11.292976
160.8	10.997471
160.81	10.030365
160.82	10.164685
160.83	10.630329
160.84	11.104928
160.85	11.275066
160.86	10.710921
160.87	10.299006
160.88	11.015381
160.89	11.257157
160.9	10.361689
160.91	10.818377
160.92	11.678027
160.93	11.409387
160.94	10.943743
160.95	10.236323
160.96	10.487054
160.97	11.221338
160.98	10.513918
160.99	9.8870897
161	10.137821
161.01	9.5915852
161.02	9.0722141
161.03	9.4572649
161.04	9.7079964
161.05	10.164685
161.06	10.388553
161.07	10.487054
161.08	10.800468
161.09	10.558692
161.1	10.236323
161.11	10.585556
161.12	10.827332
161.13	10.684057
161.14	11.284021
161.15	11.830257
161.16	11.866076
161.17	11.266112
161.18	10.397508
161.19	10.970607
161.2	11.651163
161.21	11.230293
161.22	11.042245
161.23	10.988517
161.24	10.961653
161.25	11.042245
161.26	10.549737
161.27	10.603465
161.28	10.881061
161.29	10.863151
161.3	11.454161
161.31	11.552662
161.32	10.854197
161.33	10.621374
161.34	10.585556
161.35	10.755694
161.36	11.382523
161.37	11.418342
161.38	10.782558
161.39	10.272141
161.4	10.110957
161.41	10.4781
161.42	10.952698
161.43	10.567646
161.44	9.8691807
161.45	10.227368
161.46	10.469145
161.47	9.8333616
161.48	9.7885885
161.49	10.003501
161.5	10.146776
161.51	10.34378
161.52	10.504964
161.53	10.137821
161.54	9.5736761
161.55	9.7527695
161.56	10.021411
161.57	10.03932
161.58	10.585556
161.59	10.890015
161.6	10.003501
161.61	9.6632233
161.62	9.8244076
161.63	9.4124918
161.64	9.3856277
161.65	9.5378571
161.66	9.1080322
161.67	8.9378929
161.68	9.3229446
161.69	9.3587637
161.7	9.3587637
161.71	9.4214468
161.72	9.3318996
161.73	9.0543041
161.74	8.0871983
161.75	7.8901949
161.76	8.6871624
161.77	8.9199839
161.78	8.5976152
161.79	8.3916578
161.8	8.8393917
161.81	8.5170231
161.82	7.8901949
161.83	8.1946545
161.84	8.1498814
161.85	7.8633308
161.86	7.7558746
161.87	7.1559105
161.88	7.0484543
161.89	7.8275123
161.9	8.0245152
161.91	7.693192
161.92	7.4603701
161.93	7.3708234
161.94	6.8783154
161.95	7.1021824
161.96	7.8901949
161.97	7.5857358
161.98	7.7469201
161.99	8.0513792
162	7.4782796
162.01	7.1559105
162.02	7.3708234
162.03	7.7111011
162.04	8.2125635
162.05	9.0543041
162.06	9.1080322
162.07	8.5528421
162.08	8.6423883
162.09	8.6065702
162.1	8.0603342
162.11	8.0603342
162.12	7.8722858
162.13	6.914134
162.14	6.2067142
162.15	6.4484906
162.16	6.8156328
162.17	5.8753905
162.18	5.0515594
162.19	5.3381095
162.2	5.6783876
162.21	5.9022546
162.22	6.0007563
162.23	5.9201641
162.24	6.2514873
162.25	6.5559468
162.26	6.4216266
162.27	6.2604423
162.28	5.8216624
162.29	5.6604781
162.3	5.9112091
162.31	5.9291186
162.32	5.7768888
162.33	6.1798496
162.34	6.5917654
162.35	6.5559468
162.36	7.0574093
162.37	7.0394998
162.38	6.663403
162.39	6.5111732
162.4	5.9022546
162.41	5.7231607
162.42	5.4634748
162.43	5.1231966
162.44	5.857481
162.45	6.3141704
162.46	5.4724298
162.47	5.0694685
162.48	5.839572
162.49	5.9291186
162.5	5.5619764
162.51	5.60675
162.52	6.0365748
162.53	6.627584
162.54	5.5440669
162.55	4.9978313
162.56	6.0276203
162.57	5.9649372
162.58	5.4903388
162.59	5.5619764
162.6	5.4276562
162.61	5.1231966
162.62	5.3739281
162.63	5.3022904
162.64	5.4007921
162.65	5.9470282
162.66	5.6873422
162.67	4.7470999
162.68	4.5232329
162.69	4.8724656
162.7	4.3799577
162.71	4.4068217
162.72	5.5351124
162.73	5.9291186
162.74	4.9441032
162.75	4.1202717
162.76	4.2635469
162.77	4.4874139
162.78	4.827692
162.79	5.3112454
162.8	5.3202
162.81	4.9888763
162.82	4.576961
162.83	4.9172392
162.84	5.9380732
162.85	6.2425327
162.86	5.579886
162.87	5.0246954
162.88	5.4366107
162.89	5.6246591
162.9	4.9620123
162.91	4.576961
162.92	4.9261937
162.93	4.836647
162.94	4.3799577
162.95	4.4515953
162.96	4.003861
162.97	3.4218063
162.98	3.8247674
162.99	3.7889485
163	3.520308
163.01	4.2277284
163.02	4.5142779
163.03	4.3083205
163.04	4.7202358
163.05	5.3649735
163.06	5.5172029
163.07	4.800828
163.08	4.5142779
163.09	5.6336141
163.1	5.1500607
163.11	4.1381812
163.12	5.2575173
163.13	5.0426044
163.14	4.290411
163.15	4.5053234
163.16	4.2545924
163.17	4.3710032
163.18	4.1919093
163.19	3.6725376
163.2	3.8337219
163.21	4.1919093
163.22	4.1829548
163.23	3.6367188
163.24	3.3322594
163.25	3.1083922
163.26	3.0367548
163.27	3.8158126
163.28	4.1650453
163.29	3.6725376
163.3	3.4844892
163.31	3.0725737
163.32	2.9292986
163.33	3.6994016
163.34	3.6546283
163.35	3.7889485
163.36	4.5142779
163.37	3.8784955
163.38	3.5919454
163.39	4.0754986
163.4	3.7262657
163.41	3.3949423
163.42	2.857661
163.43	2.9561627
163.44	3.7531297
163.45	3.6098547
163.46	3.4128516
163.47	3.6635828
163.48	3.4307611
163.49	3.2248032
163.5	3.8158126
163.51	3.4218063
163.52	2.6964767
163.53	2.7681143
163.54	2.7770689
163.55	3.403897
163.56	3.6277642
163.57	3.403897
163.58	3.5113533
163.59	3.2427125
163.6	3.260622
163.61	3.8068578
163.62	3.2695768
163.63	2.7770689
163.64	3.1710751
163.65	3.3233049
163.66	3.8964047
163.67	3.7262657
163.68	2.830797
163.69	3.117347
163.7	4.1471357
163.71	4.9172392
163.72	4.6665077
163.73	3.7262657
163.74	3.6725376
163.75	4.2545924
163.76	4.1740003
163.77	3.6546283
163.78	3.3412142
163.79	3.4665797
163.8	3.3501689
163.81	3.9680421
163.82	4.6127796
163.83	3.6994016
163.84	3.7710392
163.85	3.8964047
163.86	3.1889844
163.87	2.9919813
163.88	2.8397517
163.89	3.1083922
163.9	3.6188095
163.91	3.6456735
163.92	3.520308
163.93	3.5113533
163.94	2.8039329
163.95	3.0546641
163.96	4.2277284
163.97	3.9053595
163.98	3.3412142
163.99	2.8487065
164	2.8487065
164.01	3.9411781
164.02	4.2635469
164.03	4.3799577
164.04	4.4515953
164.05	3.520308
164.06	3.3412142
164.07	3.7979033
164.08	3.88745
164.09	3.7262657
164.1	3.2695768
164.11	3.1531658
164.12	3.4576252
164.13	3.3680782
164.14	3.0546641
164.15	3.3322594
164.16	3.3412142
164.17	2.9830267
164.18	3.3053954
164.19	3.5292625
164.2	3.4128516
164.21	3.4576252
164.22	3.4665797
164.23	3.6277642
164.24	3.6367188
164.25	3.1979392
164.26	3.1621203
164.27	3.1531658
164.28	2.7949784
164.29	3.5919454
164.3	4.8903751
164.31	5.1052876
164.32	4.1023626
164.33	3.1531658
164.34	3.3501689
164.35	3.7979033
164.36	3.9590876
164.37	3.9501328
164.38	4.0754986
164.39	3.8605859
164.4	3.2158484
164.41	3.3501689
164.42	3.5919454
164.43	2.8128877
164.44	2.3114252
164.45	2.830797
164.46	3.7173109
164.47	3.7173109
164.48	3.117347
164.49	3.5023985
164.5	4.3262296
164.51	3.9322236
164.52	2.8755705
164.53	3.0636189
164.54	3.1800299
164.55	2.9292986
164.56	3.5829906
164.57	3.7979033
164.58	3.2964408
164.59	3.3591235
164.6	3.5471721
164.61	3.0098908
164.62	2.9472079
164.63	3.1083922
164.64	2.4457455
164.65	2.3561985
164.66	3.0546641
164.67	3.2964408
164.68	3.2964408
164.69	2.9830267
164.7	2.8218424
164.71	3.0815282
164.72	2.9830267
164.73	3.2516673
164.74	4.3262296
164.75	4.4963689
164.76	3.6456735
164.77	3.9590876
164.78	4.4515953
164.79	4.0575891
164.8	4.003861
164.81	4.1650453
164.82	4.0665436
164.83	4.0128155
164.84	3.9411781
164.85	3.8516314
164.86	4.0128155
164.87	4.2456374
164.88	4.7381454
164.89	4.6754627
164.9	4.5142779
164.91	4.9261937
164.92	4.7918735
164.93	4.1919093
164.94	3.233758
164.95	3.0546641
164.96	3.5113533
164.97	3.3143501
164.98	2.8934798
164.99	2.7054315
165	3.000936
165.01	3.233758
165.02	3.1531658
165.03	2.830797
165.04	2.6248393
165.05	2.9919813
165.06	3.2785313
165.07	3.4307611
165.08	3.9322236
165.09	4.3620486
165.1	4.6754627
165.11	5.0426044
165.12	5.2485623
165.13	5.6336141
165.14	5.6962967
165.15	5.1679702
165.16	4.8993297
165.17	5.3381095
165.18	5.7052517
165.19	5.8843451
165.2	5.9380732
165.21	5.0694685
165.22	4.809783
165.23	4.827692
165.24	4.5948701
165.25	4.8993297
165.26	4.7291908
165.27	4.7560549
165.28	4.5232329
165.29	3.5919454
165.3	3.6277642
165.31	3.7173109
165.32	3.2874861
165.33	3.6188095
165.34	4.2098188
165.35	4.9799218
165.36	5.3381095
165.37	4.7918735
165.38	5.0157404
165.39	5.4455657
165.4	5.1321516
165.41	5.1142421
165.42	5.4724298
165.43	5.5261579
165.44	5.4007921
165.45	5.347064
165.46	5.1590157
165.47	5.347064
165.48	5.6962967
165.49	5.2575173
165.5	4.8635111
165.51	5.1858797
165.52	5.1052876
165.53	4.576961
165.54	4.7381454
165.55	4.4247313
165.56	4.1381812
165.57	4.800828
165.58	5.0784235
165.59	5.2037892
165.6	5.3560185
165.61	5.4992938
165.62	5.579886
165.63	5.7231607
165.64	5.8753905
165.65	5.9291186
165.66	7.0663638
165.67	7.8812404
165.68	6.9409981
165.69	6.6007199
165.7	7.1559105
165.71	7.2723217
165.72	6.8783154
165.73	6.5917654
165.74	6.8424969
165.75	6.8066778
165.76	6.6007199
165.77	6.3410344
165.78	6.2156687
165.79	6.3410344
165.8	5.8216624
165.81	5.2216983
165.82	4.8456016
165.83	4.3620486
165.84	4.8724656
165.85	5.5351124
165.86	5.4097466
165.87	5.5082483
165.88	6.0276203
165.89	6.5559468
165.9	6.8066778
165.91	6.7619047
165.92	6.636539
165.93	7.17382
165.94	8.47225
165.95	9.2781715
165.96	8.9468479
165.97	8.982667
165.98	9.519948
165.99	8.8841648
166	8.5617962
166.01	9.6094952
166.02	9.5736761
166.03	8.964757
166.04	9.484129
166.05	9.3856277
166.06	8.5707512
166.07	8.0066061
166.08	7.7379656
166.09	7.5857358
166.1	7.4155965
166.11	7.4872341
166.12	6.9678621
166.13	6.654448
166.14	7.433506
166.15	7.7916937
166.16	7.8096027
166.17	7.2633672
166.18	6.376853
166.19	6.6992216
166.2	7.5678263
166.21	8.3827028
166.22	8.45434
166.23	8.2842016
166.24	8.6513433
166.25	8.8035727
166.26	9.3139906
166.27	9.9497728
166.28	9.8602257
166.29	9.9766369
166.3	10.4781
166.31	10.764649
166.32	10.442281
166.33	10.182595
166.34	10.03932
166.35	9.4483109
166.36	9.6900873
166.37	10.03932
166.38	9.2244434
166.39	8.7498446
166.4	9.0722141
166.41	8.8662558
166.42	8.4006119
166.43	7.9618325
166.44	7.6215544
166.45	7.5678263
166.46	7.433506
166.47	7.5767808
166.48	7.7021465
166.49	7.8185577
166.5	8.6423883
166.51	9.2244434
166.52	9.3856277
166.53	9.7796335
166.54	9.6094952
166.55	9.7796335
166.56	10.800468
166.57	10.531828
166.58	10.299006
166.59	11.391478
166.6	11.669073
166.61	11.337749
166.62	11.248202
166.63	10.907925
166.64	10.218413
166.65	9.3945827
166.66	8.8841648
166.67	8.3558388
166.68	8.1767454
166.69	8.481204
166.7	8.1409264
166.71	7.970787
166.72	7.952878
166.73	7.146956
166.74	6.8424969
166.75	7.2633672
166.76	6.8424969
166.77	6.3410344
166.78	7.0126357
166.79	7.666328
166.8	7.7469201
166.81	7.8185577
166.82	7.9081044
166.83	8.5528421
166.84	9.5557671
166.85	9.7438154
166.86	9.3229446
166.87	8.6961164
166.88	8.8573008
166.89	10.155731
166.9	10.245277
166.91	9.9676819
166.92	10.200504
166.93	8.9378929
166.94	7.7737842
166.95	8.1856995
166.96	7.7916937
166.97	6.6723576
166.98	6.5201278
166.99	6.4663997
167	5.9559827
167.01	5.0246954
167.02	4.4874139
167.03	4.6665077
167.04	5.0246954
167.05	5.2933359
167.06	5.3828826
167.07	5.7768888
167.08	6.144031
167.09	6.5022187
167.1	7.433506
167.11	8.0066061
167.12	8.0871983
167.13	8.2842016
167.14	8.3110657
167.15	9.0453501
167.16	9.1707153
167.17	8.4274759
167.18	8.8393917
167.19	9.1528063
167.2	9.0363951
167.21	8.5349321
167.22	7.8275123
167.23	7.7290106
167.24	7.3529139
167.25	6.663403
167.26	6.0186653
167.27	5.6694326
167.28	5.3291545
167.29	4.8903751
167.3	4.2814565
167.31	4.0575891
167.32	4.317275
167.33	3.9501328
167.34	4.1650453
167.35	4.7918735
167.36	4.2814565
167.37	4.003861
167.38	5.060514
167.39	5.6783876
167.4	5.7321157
167.41	6.663403
167.42	7.5051436
167.43	7.9081044
167.44	7.9886966
167.45	7.8364668
167.46	8.1409264
167.47	8.0513792
167.48	8.2215185
167.49	8.5976152
167.5	8.0603342
167.51	7.5499167
167.52	7.0753183
167.53	6.7171311
167.54	6.1888046
167.55	5.3649735
167.56	4.8187375
167.57	4.5321875
167.58	4.6217341
167.59	4.1560907
167.6	3.2158484
167.61	3.403897
167.62	3.6188095
167.63	3.1531658
167.64	3.3322594
167.65	4.1471357
167.66	4.8456016
167.67	4.836647
167.68	4.3351846
167.69	4.5321875
167.7	5.7321157
167.71	6.2783513
167.72	6.5649014
167.73	7.1559105
167.74	7.0753183
167.75	7.0574093
167.76	6.9857717
167.77	7.0753183
167.78	7.1200919
167.79	6.8156328
167.8	6.6723576
167.81	5.9918013
167.82	5.2664719
167.83	5.1500607
167.84	4.7739639
167.85	4.5142779
167.86	4.2098188
167.87	3.2248032
167.88	3.5113533
167.89	4.4068217
167.9	4.2277284
167.91	4.1381812
167.92	4.1023626
167.93	3.6098547
167.94	3.9501328
167.95	4.9978313
167.96	5.6157045
167.97	5.9380732
167.98	5.9738922
167.99	5.7858438
168	5.9112091
168.01	6.9320436
168.02	7.3350043
168.03	7.1200919
168.04	6.9947262
168.05	6.1888046
168.06	6.1977592
168.07	7.5051436
168.08	7.1290464
168.09	5.866436
168.1	6.1798496
168.11	5.9828467
168.12	5.3022904
168.13	4.7202358
168.14	4.0934076
168.15	4.317275
168.16	4.5321875
168.17	4.1381812
168.18	3.6456735
168.19	3.5113533
168.2	3.2964408
168.21	3.5740361
168.22	4.4157767
168.23	3.6009002
168.24	2.9651172
168.25	4.4068217
168.26	5.2843814
168.27	4.9172392
168.28	4.8724656
168.29	5.7231607
168.3	6.1082125
168.31	5.4903388
168.32	4.7470999
168.33	4.5321875
168.34	5.087378
168.35	5.4366107
168.36	4.6306891
168.37	3.6994016
168.38	3.8516314
168.39	3.9590876
168.4	3.403897
168.41	3.4128516
168.42	3.3680782
168.43	2.7770689
168.44	2.4009721
168.45	2.3830626
168.46	2.9561627
168.47	3.233758
168.48	2.6337938
168.49	3.0725737
168.5	3.5023985
168.51	3.090483
168.52	3.2427125
168.53	3.233758
168.54	3.5292625
168.55	3.9680421
168.56	4.2366829
168.57	4.1919093
168.58	4.0844531
168.59	4.4874139
168.6	4.2277284
168.61	3.9769969
168.62	3.9053595
168.63	3.7799938
168.64	3.8605859
168.65	4.2008643
168.66	4.0486345
168.67	2.9651172
168.68	2.3561985
168.69	2.2218783
168.7	2.4099267
168.71	2.74125
168.72	2.6248393
168.73	1.917419
168.74	1.8278722
168.75	2.4188814
168.76	2.3114252
168.77	2.2308331
168.78	2.3293345
168.79	2.0427847
168.8	1.9263737
168.81	2.6606579
168.82	3.3412142
168.83	3.3053954
168.84	3.6546283
168.85	3.8964047
168.86	3.8337219
168.87	4.4874139
168.88	5.087378
168.89	4.8545561
168.9	4.4068217
168.91	4.0665436
168.92	3.4576252
168.93	3.403897
168.94	3.6994016
168.95	3.0457096
168.96	2.1860595
168.97	1.5502769
168.98	1.6756425
168.99	2.1950142
169	2.0427847
169.01	1.7472799
169.02	1.5681862
169.03	1.9353284
169.04	1.8278722
169.05	1.604005
169.06	2.0427847
169.07	2.1323314
169.08	2.1144221
169.09	2.2308331
169.1	2.74125
169.11	2.857661
169.12	2.5352924
169.13	2.6158845
169.14	3.0098908
169.15	3.3233049
169.16	3.4128516
169.17	3.5113533
169.18	3.1979392
169.19	3.5561266
169.2	4.1023626
169.21	3.4128516
169.22	3.377033
169.23	3.6098547
169.24	3.117347
169.25	2.5352924
169.26	1.8905549
169.27	1.9084643
169.28	1.8189174
169.29	1.371183
169.3	1.4338659
169.31	1.3622284
169.32	0.84285659
169.33	0.19811912
169.34	0.23393787
169.35	0.67271751
169.36	1.1204518
169.37	1.3980471
169.38	0.93240345
169.39	1.2816362
169.4	2.2397876
169.41	2.7860236
169.42	2.6248393
169.43	2.2845612
169.44	3.1979392
169.45	3.9859517
169.46	3.2874861
169.47	2.7860236
169.48	2.7681143
169.49	2.6517034
169.5	3.0815282
169.51	3.117347
169.52	2.7591596
169.53	2.0159206
169.54	1.5144581
169.55	1.6398237
169.56	1.2279081
169.57	1.0398597
169.58	0.89658469
169.59	0.47571442
169.6	0.5473519
169.61	0.17125507
169.62	0.24289255
169.63	1.0756785
169.64	0.74435502
169.65	0.71749097
169.66	1.2010441
169.67	0.39512223
169.68	0.48466909
169.69	2.3382893
169.7	2.9382532
169.71	2.4188814
169.72	2.7233407
169.73	3.0636189
169.74	2.9382532
169.75	3.2695768
169.76	3.3501689
169.77	2.4994736
169.78	2.0338299
169.79	1.917419
169.8	1.4965487
169.81	0.98613155
169.82	0.68167222
169.83	0.84285659
169.84	0.49362379
169.85	0.61898941
169.86	1.2905909
169.87	0.87867534
169.88	0.3413941
169.89	0.39512223
169.9	1.2279081
169.91	1.6487783
169.92	1.3353643
169.93	1.1025425
169.94	0.72644562
169.95	0.81599253
169.96	1.7204158
169.97	2.4278362
169.98	2.2308331
169.99	2.4188814
170	2.9651172
170.01	3.2874861
170.02	3.7173109
170.03	3.3412142
170.04	2.5442472
170.05	2.5084283
170.06	2.830797
170.07	2.5263376
170.08	1.9532378
170.09	1.8368268
170.1	1.5413221
170.11	1.4338659
170.12	1.4249113
170.13	1.2010441
170.14	0.91449404
170.15	0.30557537
170.16	0.46675971
170.17	0.79808313
170.18	0.64585346
170.19	1.3174549
170.2	1.9084643
170.21	1.7204158
170.22	1.3264097
170.23	0.98613155
170.24	1.9084643
170.25	2.74125
170.26	2.1502409
170.27	1.9711471
170.28	1.917419
170.29	1.8457814
170.3	2.7681143
170.31	3.0188456
170.32	2.7770689
170.33	3.1621203
170.34	2.8218424
170.35	2.4457455
170.36	2.7502048
170.37	2.1950142
170.38	2.1323314
170.39	2.4099267
170.4	1.6577331
170.41	1.487594
170.42	1.1114972
170.43	0.75330973
170.44	1.2816362
170.45	1.1383612
170.46	0.6100347
170.47	0.53839719
170.48	0.30557537
170.49	0.33243942
170.5	1.604005
170.51	2.8128877
170.52	2.9919813
170.53	2.5800657
170.54	2.3293345
170.55	2.7233407
170.56	2.4367907
170.57	2.3561985
170.58	2.7949784
170.59	2.5532017
170.6	2.7770689
170.61	2.5711112
170.62	1.8726455
170.63	1.9353284
170.64	1.6219143
170.65	1.6756425
170.66	2.0338299
170.67	1.7025065
170.68	2.087558
170.69	1.944283
170.7	1.2637268
170.71	1.8457814
170.72	2.0338299
170.73	1.4965487
170.74	0.94135815
170.75	1.1294066
170.76	1.7562346
170.77	1.9801018
170.78	2.0159206
170.79	1.6666877
170.8	1.3980471
170.81	1.2099987
170.82	1.3353643
170.83	1.9621924
170.84	2.5173831
170.85	2.8039329
170.86	3.1800299
170.87	3.5382173
170.88	2.9830267
170.89	2.6069298
170.9	2.857661
170.91	2.857661
170.92	2.8845251
170.93	2.1950142
170.94	1.46073
170.95	1.630869
170.96	2.2845612
170.97	2.5621564
170.98	1.4249113
170.99	0.9592675
171	1.630869
171.01	2.0427847
171.02	1.9801018
171.03	1.8547362
171.04	1.8010081
171.05	1.3801378
171.06	1.487594
171.07	1.5144581
171.08	1.3532737
171.09	2.2218783
171.1	2.9561627
171.11	2.7860236
171.12	2.7322955
171.13	2.74125
171.14	2.5890205
171.15	3.2964408
171.16	3.5382173
171.17	2.7860236
171.18	2.7054315
171.19	2.6785674
171.2	2.4099267
171.21	2.2756064
171.22	1.9711471
171.23	1.8278722
171.24	2.087558
171.25	1.9801018
171.26	1.7562346
171.27	2.3114252
171.28	2.3024704
171.29	1.8457814
171.3	2.0159206
171.31	1.7920533
171.32	1.371183
171.33	1.5234127
171.34	1.6219143
171.35	1.7562346
171.36	2.2129235
171.37	2.8039329
171.38	3.4576252
171.39	2.9561627
171.4	2.2666519
171.41	2.4457455
171.42	2.5532017
171.43	2.9382532
171.44	3.117347
171.45	2.9024346
171.46	2.74125
171.47	2.2397876
171.48	2.1950142
171.49	2.3382893
171.5	1.944283
171.51	1.6219143
171.52	1.4696846
171.53	1.5592315
171.54	1.6845971
171.55	1.4428205
171.56	0.9682222
171.57	0.86076593
171.58	1.6845971
171.59	1.9801018
171.6	0.95031279
171.61	1.0577691
171.62	1.7651893
171.63	1.9532378
171.64	2.3920174
171.65	2.3024704
171.66	2.4726095
171.67	3.4844892
171.68	3.3501689
171.69	2.3561985
171.7	2.9024346
171.71	3.5023985
171.72	2.7949784
171.73	2.9203439
171.74	3.0367548
171.75	2.6875219
171.76	2.6337938
171.77	1.9980111
171.78	1.8368268
171.79	2.5352924
171.8	2.3741081
171.81	1.7651893
171.82	1.7651893
171.83	1.5323675
171.84	1.0846331
171.85	0.81599253
171.86	0.95031279
171.87	1.371183
171.88	1.6577331
171.89	2.2487423
171.9	2.4636548
171.91	2.32038
171.92	2.857661
171.93	3.2516673
171.94	3.0457096
171.95	2.5532017
171.96	2.5084283
171.97	2.9382532
171.98	2.6696126
171.99	2.7054315
172	3.8605859
172.01	3.9590876
172.02	3.1352563
172.03	3.2695768
172.04	3.914314
172.05	3.3859875
172.06	2.0965128
172.07	2.0248752
172.08	2.6069298
172.09	2.974072
172.1	2.5800657
172.11	1.630869
172.12	1.7562346
172.13	2.7860236
172.14	3.1531658
172.15	2.857661
172.16	2.4457455
172.17	2.3651533
172.18	2.8218424
172.19	2.74125
