Data info
File name: E:\Werk\jumat cipeles\CIPELES 26-11-2020 - AKSELEROMETER\kalibrasi jumat\kal 1_0116.dxd
Start time: 11/27/2020 14:24:16.330
Number of channels: 1
Sample rate: 100
Store type: always fast


Data1

Time (s)	AI 8 (um/m)
65.53	8.6065702
65.54	8.7856636
65.55	9.1707153
65.56	9.484129
65.57	9.3050356
65.58	8.8483467
65.59	8.6602983
65.6	8.2752466
65.61	8.4453859
65.62	8.5617962
65.63	8.1946545
65.64	8.5528421
65.65	8.7408905
65.66	8.4185219
65.67	8.7050714
65.68	8.8214827
65.69	8.3021107
65.7	8.5886602
65.71	8.3379297
65.72	7.7737842
65.73	8.7408905
65.74	8.8483467
65.75	8.1409264
65.76	8.463295
65.77	8.5259781
65.78	8.481204
65.79	8.9378929
65.8	8.8214827
65.81	7.8901949
65.82	7.4155965
65.83	8.1946545
65.84	8.5797062
65.85	8.3916578
65.86	8.7229805
65.87	8.8662558
65.88	8.6065702
65.89	8.2394276
65.9	8.0871983
65.91	8.2125635
65.92	8.2215185
65.93	7.8812404
65.94	7.8633308
65.95	8.3827028
65.96	8.5707512
65.97	8.5170231
65.98	8.3289747
65.99	7.9976511
66	7.8543763
66.01	7.5946903
66.02	7.5051436
66.03	7.657373
66.04	7.7558746
66.05	7.7916937
66.06	7.6215544
66.07	8.0603342
66.08	8.6871624
66.09	8.0424252
66.1	7.2723217
66.11	7.5678263
66.12	8.1856995
66.13	8.2662916
66.14	8.0245152
66.15	7.8901949
66.16	7.4514155
66.17	7.8364668
66.18	8.0066061
66.19	7.3797779
66.2	8.1498814
66.21	8.1140623
66.22	7.3170953
66.23	7.7648296
66.24	7.8543763
66.25	8.0155611
66.26	7.9170589
66.27	7.7379656
66.28	8.3827028
66.29	8.1767454
66.3	8.1677904
66.31	8.5617962
66.32	7.8543763
66.33	7.3618684
66.34	7.6125998
66.35	7.3708234
66.36	7.4603701
66.37	8.0961533
66.38	8.3916578
66.39	8.499114
66.4	8.0871983
66.41	7.8096027
66.42	8.0155611
66.43	7.5409622
66.44	7.2275481
66.45	7.952878
66.46	8.1230173
66.47	7.6484184
66.48	7.693192
66.49	7.8812404
66.5	7.8633308
66.51	8.2931557
66.52	8.5976152
66.53	8.4453859
66.54	8.4274759
66.55	7.684237
66.56	7.5320077
66.57	8.1140623
66.58	7.7916937
66.59	8.0513792
66.6	8.3021107
66.61	7.6036448
66.62	7.4603701
66.63	7.8275123
66.64	7.5320077
66.65	7.2096391
66.66	7.5320077
66.67	7.3976874
66.68	7.2902312
66.69	8.0155611
66.7	8.1856995
66.71	7.5499167
66.72	7.1021824
66.73	7.2096391
66.74	7.5767808
66.75	7.3350043
66.76	7.2812762
66.77	7.9170589
66.78	8.5528421
66.79	8.4185219
66.8	7.5230527
66.81	7.1380014
66.82	7.8454218
66.83	8.6244793
66.84	8.6334343
66.85	8.3827028
66.86	8.5080681
66.87	8.2842016
66.88	7.9081044
66.89	7.9976511
66.9	7.3439593
66.91	7.0484543
66.92	7.3708234
66.93	7.2723217
66.94	7.1559105
66.95	7.5499167
66.96	7.8901949
66.97	7.6215544
66.98	7.6752825
66.99	7.433506
67	6.4574451
67.01	6.7260857
67.02	7.7200561
67.03	7.7379656
67.04	7.9170589
67.05	8.1051073
67.06	7.8185577
67.07	8.2573376
67.08	8.4453859
67.09	7.684237
67.1	7.3618684
67.11	7.5230527
67.12	7.5857358
67.13	7.3708234
67.14	6.7798138
67.15	7.0753183
67.16	7.9797421
67.17	7.5499167
67.18	7.3081403
67.19	7.6305089
67.2	7.1917295
67.21	7.433506
67.22	7.3976874
67.23	6.7081766
67.24	6.923089
67.25	7.3260498
67.26	7.7379656
67.27	8.0513792
67.28	7.7021465
67.29	7.2812762
67.3	7.3976874
67.31	7.970787
67.32	8.4185219
67.33	8.2394276
67.34	8.0782433
67.35	7.4782796
67.36	7.1111374
67.37	8.1946545
67.38	8.481204
67.39	8.1409264
67.4	8.1409264
67.41	7.7290106
67.42	7.4872341
67.43	7.3439593
67.44	7.5140982
67.45	7.8633308
67.46	7.6484184
67.47	7.0932279
67.48	6.6902671
67.49	7.2723217
67.5	7.3887324
67.51	6.5917654
67.52	6.6992216
67.53	7.3797779
67.54	7.9349685
67.55	7.4424605
67.56	6.8066778
67.57	7.1380014
67.58	8.0155611
67.59	8.481204
67.6	7.5051436
67.61	7.2812762
67.62	7.8543763
67.63	7.9349685
67.64	8.3647938
67.65	8.0871983
67.66	7.2812762
67.67	7.406642
67.68	7.6215544
67.69	7.8006482
67.7	7.9886966
67.71	7.0663638
67.72	6.7529497
67.73	7.5230527
67.74	7.5946903
67.75	7.0574093
67.76	6.654448
67.77	6.8514514
67.78	7.4961886
67.79	8.463295
67.8	8.2125635
67.81	7.3887324
67.82	7.7469201
67.83	7.9170589
67.84	7.6305089
67.85	7.6125998
67.86	7.8006482
67.87	8.3110657
67.88	8.4006119
67.89	7.7648296
67.9	7.7290106
67.91	7.5409622
67.92	7.2991858
67.93	7.2185936
67.94	7.1111374
67.95	7.952878
67.96	7.8275123
67.97	7.1827745
67.98	7.3350043
67.99	7.1559105
68	7.3260498
68.01	7.7916937
68.02	7.3708234
68.03	6.7798138
68.04	7.0932279
68.05	7.6125998
68.06	7.666328
68.07	7.3529139
68.08	7.17382
68.09	7.7200561
68.1	7.8454218
68.11	7.4603701
68.12	7.7827387
68.13	7.9886966
68.14	7.8543763
68.15	7.5588717
68.16	7.3529139
68.17	7.433506
68.18	7.943923
68.19	8.8573008
68.2	8.3916578
68.21	7.5946903
68.22	7.406642
68.23	6.9051795
68.24	6.9947262
68.25	7.1917295
68.26	7.0574093
68.27	7.0842733
68.28	7.4155965
68.29	7.6036448
68.3	7.5588717
68.31	7.3081403
68.32	7.2812762
68.33	7.7021465
68.34	6.9947262
68.35	6.8335419
68.36	7.657373
68.37	7.3618684
68.38	7.2275481
68.39	7.657373
68.4	7.3350043
68.41	6.654448
68.42	6.8156328
68.43	7.7200561
68.44	8.1409264
68.45	7.970787
68.46	7.9081044
68.47	8.3827028
68.48	8.463295
68.49	7.6215544
68.5	7.7379656
68.51	8.0603342
68.52	7.4603701
68.53	7.4155965
68.54	7.6752825
68.55	7.6752825
68.56	7.2275481
68.57	6.8604059
68.58	7.3618684
68.59	7.4603701
68.6	6.8335419
68.61	7.0842733
68.62	7.4514155
68.63	7.2275481
68.64	7.6305089
68.65	7.17382
68.66	6.5290828
68.67	6.8604059
68.68	7.1827745
68.69	7.5051436
68.7	7.0305452
68.71	6.403717
68.72	6.8335419
68.73	7.9618325
68.74	8.1856995
68.75	7.3170953
68.76	7.6484184
68.77	8.1498814
68.78	7.4782796
68.79	7.1648655
68.8	7.4424605
68.81	7.433506
68.82	6.8424969
68.83	6.5559468
68.84	6.7350407
68.85	7.0842733
68.86	7.1021824
68.87	6.9768171
68.88	7.6036448
68.89	7.7200561
68.9	7.2006841
68.91	7.1648655
68.92	7.2365031
68.93	7.4155965
68.94	7.9170589
68.95	7.6752825
68.96	7.0036812
68.97	7.1111374
68.98	7.684237
68.99	7.8275123
69	7.3081403
69.01	7.2096391
69.02	7.6125998
69.03	7.0842733
69.04	6.663403
69.05	7.2902312
69.06	7.9081044
69.07	7.7916937
69.08	7.8006482
69.09	8.3379297
69.1	7.952878
69.11	7.3529139
69.12	6.7619047
69.13	6.0007563
69.14	6.3589435
69.15	7.1559105
69.16	7.2902312
69.17	7.3887324
69.18	7.3797779
69.19	6.6096749
69.2	6.3410344
69.21	6.9320436
69.22	6.9768171
69.23	7.1917295
69.24	7.4514155
69.25	7.406642
69.26	7.657373
69.27	7.3976874
69.28	6.8245873
69.29	6.8066778
69.3	7.2096391
69.31	7.4514155
69.32	7.4872341
69.33	7.1648655
69.34	7.1200919
69.35	7.4693246
69.36	7.3887324
69.37	6.9051795
69.38	6.88727
69.39	7.3529139
69.4	7.2991858
69.41	6.7439952
69.42	6.627584
69.43	6.636539
69.44	6.4216266
69.45	6.4216266
69.46	6.4484906
69.47	6.9947262
69.48	7.7021465
69.49	6.9409981
69.5	6.3410344
69.51	7.2275481
69.52	6.9409981
69.53	6.5022187
69.54	7.3170953
69.55	7.0394998
69.56	6.9409981
69.57	7.4155965
69.58	6.923089
69.59	6.7350407
69.6	7.2096391
69.61	7.5499167
69.62	7.0126357
69.63	6.654448
69.64	6.8783154
69.65	6.7619047
69.66	6.7619047
69.67	6.9589076
69.68	6.896225
69.69	6.5022187
69.7	6.6992216
69.71	7.1380014
69.72	6.7171311
69.73	6.0634389
69.74	6.6902671
69.75	6.8783154
69.76	6.4932637
69.77	6.7887688
69.78	6.5738559
69.79	7.1111374
69.8	7.2454576
69.81	6.5290828
69.82	7.1827745
69.83	7.8006482
69.84	7.4693246
69.85	6.9051795
69.86	6.6007199
69.87	6.6992216
69.88	6.5738559
69.89	6.6813121
69.9	6.6813121
69.91	6.5111732
69.92	6.5201278
69.93	6.6454935
69.94	7.0574093
69.95	6.7529497
69.96	6.2873063
69.97	6.3052154
69.98	7.0842733
69.99	7.3618684
70	6.7529497
70.01	6.7887688
70.02	7.1559105
70.03	7.0484543
70.04	6.4305811
70.05	6.7171311
70.06	7.0215902
70.07	6.7977233
70.08	6.5290828
70.09	6.1798496
70.1	6.2873063
70.11	6.4753547
70.12	6.636539
70.13	6.2873063
70.14	6.4663997
70.15	7.3797779
70.16	7.1559105
70.17	6.8245873
70.18	6.896225
70.19	6.5917654
70.2	6.6813121
70.21	6.8245873
70.22	5.9380732
70.23	5.6515231
70.24	6.2335782
70.25	6.7708592
70.26	7.0842733
70.27	6.6186295
70.28	6.2156687
70.29	6.4574451
70.3	6.9051795
70.31	6.8783154
70.32	6.4126716
70.33	6.6007199
70.34	7.1917295
70.35	7.3081403
70.36	6.8693609
70.37	6.8245873
70.38	7.406642
70.39	7.2006841
70.4	6.5738559
70.41	6.5201278
70.42	6.3410344
70.43	6.2425327
70.44	6.8245873
70.45	6.9051795
70.46	5.9649372
70.47	5.839572
70.48	6.9768171
70.49	6.8156328
70.5	5.8485265
70.51	6.3141704
70.52	6.7350407
70.53	6.4216266
70.54	5.7500248
70.55	5.4276562
70.56	5.8753905
70.57	6.2156687
70.58	6.6186295
70.59	6.7260857
70.6	6.2156687
70.61	6.1350765
70.62	6.4753547
70.63	6.1977592
70.64	5.9738922
70.65	6.4574451
70.66	7.17382
70.67	6.9589076
70.68	6.8424969
70.69	7.3618684
70.7	7.0484543
70.71	6.5917654
70.72	6.4932637
70.73	6.7529497
70.74	6.3858075
70.75	5.8127079
70.76	5.9649372
70.77	6.1619406
70.78	6.5380373
70.79	6.376853
70.8	5.5351124
70.81	5.6962967
70.82	6.8424969
70.83	7.5767808
70.84	7.0932279
70.85	6.0634389
70.86	6.1529856
70.87	6.9678621
70.88	6.7887688
70.89	6.2246232
70.9	6.2962608
70.91	6.5201278
70.92	6.7977233
70.93	7.0215902
70.94	6.7798138
70.95	6.654448
70.96	6.5559468
70.97	6.403717
70.98	6.8693609
70.99	7.2633672
71	6.7619047
71.01	6.2962608
71.02	6.9768171
71.03	7.1827745
71.04	6.2514873
71.05	6.1082125
71.06	7.2185936
71.07	7.0574093
71.08	6.0813484
71.09	6.4216266
71.1	6.1977592
71.11	6.5022187
71.12	7.5409622
71.13	6.9768171
71.14	6.627584
71.15	6.9678621
71.16	6.654448
71.17	6.7081766
71.18	6.9678621
71.19	6.2962608
71.2	6.4126716
71.21	7.433506
71.22	7.2633672
71.23	7.0932279
71.24	7.2096391
71.25	6.8066778
71.26	6.7887688
71.27	6.9678621
71.28	7.4245515
71.29	7.0484543
71.3	6.2425327
71.31	6.9320436
71.32	7.4693246
71.33	7.0484543
71.34	6.7350407
71.35	6.6186295
71.36	6.3499889
71.37	6.3499889
71.38	6.2693968
71.39	6.3320794
71.4	6.6454935
71.41	6.5828109
71.42	6.2693968
71.43	6.0544844
71.44	6.0007563
71.45	6.0992575
71.46	6.5469918
71.47	6.7350407
71.48	7.2096391
71.49	7.2185936
71.5	6.5828109
71.51	6.896225
71.52	6.8066778
71.53	6.6813121
71.54	6.7350407
71.55	6.5469918
71.56	6.8156328
71.57	6.7439952
71.58	6.8783154
71.59	6.9499531
71.6	7.1827745
71.61	7.6394639
71.62	6.9409981
71.63	5.830617
71.64	5.6157045
71.65	6.3410344
71.66	6.2067142
71.67	5.4813843
71.68	6.0365748
71.69	6.7619047
71.7	6.4484906
71.71	6.5022187
71.72	6.4395356
71.73	5.8037529
71.74	6.1708951
71.75	6.9409981
71.76	7.0126357
71.77	6.7350407
71.78	6.9947262
71.79	7.0574093
71.8	6.8693609
71.81	7.4245515
71.82	7.1648655
71.83	6.0903029
71.84	6.2604423
71.85	6.5380373
71.86	6.3947625
71.87	6.3947625
71.88	6.0813484
71.89	5.7589798
71.9	6.0903029
71.91	6.5111732
71.92	6.3947625
71.93	6.8335419
71.94	6.7708592
71.95	6.0365748
71.96	6.9051795
71.97	7.8275123
71.98	7.2365031
71.99	6.6992216
72	6.3678985
72.01	6.0903029
72.02	6.7439952
72.03	6.9320436
72.04	6.403717
72.05	6.654448
72.06	6.4932637
72.07	5.7768888
72.08	6.117167
72.09	6.5201278
72.1	6.6813121
72.11	6.7260857
72.12	6.2604423
72.13	6.6096749
72.14	6.896225
72.15	6.1529856
72.16	6.1529856
72.17	6.88727
72.18	6.2693968
72.19	5.347064
72.2	5.8933001
72.21	6.7171311
72.22	6.5290828
72.23	6.3947625
72.24	6.9768171
72.25	6.7708592
72.26	6.2067142
72.27	6.3858075
72.28	6.7977233
72.29	7.0753183
72.3	6.7081766
72.31	6.0992575
72.32	6.2514873
72.33	6.7081766
72.34	6.7619047
72.35	7.2365031
72.36	7.3260498
72.37	6.3410344
72.38	6.2873063
72.39	6.7708592
72.4	6.9589076
72.41	6.663403
72.42	6.2693968
72.43	6.2873063
72.44	6.1529856
72.45	5.9828467
72.46	6.0813484
72.47	5.9918013
72.48	6.0813484
72.49	6.3141704
72.5	6.0365748
72.51	6.5201278
72.52	6.7260857
72.53	6.1798496
72.54	6.403717
72.55	6.6007199
72.56	6.5738559
72.57	6.627584
72.58	6.5559468
72.59	6.8335419
72.6	7.1827745
72.61	6.914134
72.62	6.3141704
72.63	6.144031
72.64	6.5828109
72.65	7.1021824
72.66	6.7171311
72.67	6.2514873
72.68	6.3410344
72.69	6.2067142
72.7	6.2873063
72.71	6.4126716
72.72	6.2783513
72.73	6.1798496
72.74	6.4484906
72.75	6.2425327
72.76	5.8843451
72.77	6.5201278
72.78	6.5290828
72.79	6.3231249
72.8	6.4305811
72.81	6.0544844
72.82	5.6694326
72.83	6.0455294
72.84	6.5022187
72.85	6.2067142
72.86	6.117167
72.87	6.1350765
72.88	6.4305811
72.89	7.0663638
72.9	7.2096391
72.91	6.914134
72.92	7.0394998
72.93	7.5051436
72.94	7.4782796
72.95	7.3976874
72.96	7.3260498
72.97	7.0663638
72.98	7.0932279
72.99	7.2454576
73	7.0932279
73.01	6.8245873
73.02	6.8514514
73.03	7.2723217
73.04	7.4245515
73.05	7.1380014
73.06	7.3081403
73.07	7.3976874
73.08	7.2454576
73.09	7.6752825
73.1	7.8454218
73.11	7.6484184
73.12	7.2185936
73.13	7.0842733
73.14	7.8096027
73.15	7.7558746
73.16	7.4782796
73.17	7.952878
73.18	8.1588354
73.19	8.3289747
73.2	8.0155611
73.21	7.5230527
73.22	7.8275123
73.23	7.7200561
73.24	7.7558746
73.25	7.9797421
73.26	7.5767808
73.27	7.3797779
73.28	7.3618684
73.29	7.3797779
73.3	7.5499167
73.31	7.9797421
73.32	7.4693246
73.33	6.6813121
73.34	7.2454576
73.35	7.7290106
73.36	7.4603701
73.37	7.5857358
73.38	8.1051073
73.39	8.4185219
73.4	8.4453859
73.41	8.1051073
73.42	8.5707512
73.43	9.000576
73.44	8.2125635
73.45	8.2036095
73.46	9.0632591
73.47	9.1080322
73.48	8.5797062
73.49	8.1319714
73.5	7.8722858
73.51	8.1498814
73.52	7.8454218
73.53	7.7200561
73.54	8.2394276
73.55	7.9886966
73.56	8.2483826
73.57	8.481204
73.58	7.5409622
73.59	7.3170953
73.6	8.2125635
73.61	8.5886602
73.62	8.6155243
73.63	8.6871624
73.64	8.45434
73.65	8.2483826
73.66	8.3200197
73.67	8.8214827
73.68	8.8035727
73.69	8.1856995
73.7	8.3647938
73.71	9.2960806
73.72	9.7975435
73.73	9.4035368
73.74	8.45434
73.75	8.4364309
73.76	8.8662558
73.77	8.3110657
73.78	8.5617962
73.79	9.1259422
73.8	8.8035727
73.81	8.7140265
73.82	9.3318996
73.83	9.4035368
73.84	8.6334343
73.85	8.7408905
73.86	8.6871624
73.87	8.7140265
73.88	9.0811682
73.89	8.4185219
73.9	8.5976152
73.91	9.0811682
73.92	8.9110289
73.93	9.6094952
73.94	9.7975435
73.95	9.4572649
73.96	10.03932
73.97	10.370644
73.98	10.048275
73.99	10.021411
74	10.245277
74.01	10.245277
74.02	10.406462
74.03	10.200504
74.04	9.7975435
74.05	9.4214468
74.06	8.7229805
74.07	9.2960806
74.08	10.290051
74.09	10.469145
74.1	10.200504
74.11	9.6363592
74.12	10.075139
74.13	10.755694
74.14	10.621374
74.15	10.102003
74.16	9.7079964
74.17	9.9229088
74.18	10.030365
74.19	9.5557671
74.2	9.1348963
74.21	9.7079964
74.22	10.155731
74.23	9.7079964
74.24	10.191549
74.25	10.352734
74.26	9.5468121
74.27	9.9408178
74.28	9.7079964
74.29	9.1886244
74.3	10.137821
74.31	10.415417
74.32	10.361689
74.33	10.17364
74.34	9.5647211
74.35	9.3856277
74.36	9.1975794
74.37	9.5915852
74.38	9.6453133
74.39	9.484129
74.4	10.003501
74.41	9.3050356
74.42	9.0453501
74.43	9.7079964
74.44	9.493084
74.45	9.1348963
74.46	9.2781715
74.47	9.5915852
74.48	8.964757
74.49	8.7140265
74.5	9.2065344
74.51	8.7498446
74.52	8.4185219
74.53	9.2154884
74.54	9.1348963
74.55	8.6871624
74.56	9.0632591
74.57	8.8125277
74.58	9.0901232
74.59	9.528903
74.6	8.7767086
74.61	8.4185219
74.62	9.1617603
74.63	9.0453501
74.64	8.2573376
74.65	8.5080681
74.66	9.000576
74.67	9.4483109
74.68	9.519948
74.69	8.6871624
74.7	7.8364668
74.71	8.3110657
74.72	8.6871624
74.73	7.943923
74.74	8.1767454
74.75	8.2931557
74.76	7.6215544
74.77	7.4961886
74.78	7.7111011
74.79	7.7648296
74.8	7.3797779
74.81	7.5409622
74.82	7.8633308
74.83	8.0603342
74.84	8.4095669
74.85	8.45434
74.86	8.3737478
74.87	7.7200561
74.88	7.3976874
74.89	7.9886966
74.9	8.6423883
74.91	9.1259422
74.92	8.481204
74.93	7.9618325
74.94	8.5438871
74.95	8.3558388
74.96	8.0155611
74.97	7.943923
74.98	7.4245515
74.99	6.9678621
75	7.1648655
75.01	7.0394998
75.02	6.4395356
75.03	7.2275481
75.04	7.6752825
75.05	6.9320436
75.06	6.8156328
75.07	6.8514514
75.08	6.9051795
75.09	6.914134
75.1	6.896225
75.11	7.433506
75.12	7.2812762
75.13	6.8693609
75.14	7.1917295
75.15	7.3887324
75.16	7.4155965
75.17	7.5230527
75.18	7.8812404
75.19	8.2394276
75.2	7.9349685
75.21	7.1648655
75.22	6.8245873
75.23	7.0574093
75.24	7.3797779
75.25	7.4155965
75.26	7.4603701
75.27	7.0932279
75.28	6.0723934
75.29	6.2604423
75.3	6.7798138
75.31	6.3231249
75.32	6.8514514
75.33	7.2544122
75.34	6.2873063
75.35	5.6962967
75.36	5.7589798
75.37	6.2693968
75.38	6.3141704
75.39	6.0544844
75.4	6.376853
75.41	6.88727
75.42	7.2812762
75.43	7.2454576
75.44	7.1021824
75.45	7.0932279
75.46	7.0305452
75.47	7.0305452
75.48	6.9051795
75.49	6.9320436
75.5	6.9857717
75.51	7.0215902
75.52	6.7171311
75.53	6.0903029
75.54	6.5738559
75.55	6.9947262
75.56	6.4574451
75.57	6.0813484
75.58	6.1529856
75.59	5.866436
75.6	5.9380732
75.61	6.654448
75.62	6.1261215
75.63	5.5172029
75.64	6.3052154
75.65	6.7171311
75.66	6.1350765
75.67	6.1529856
75.68	6.4305811
75.69	6.2783513
75.7	6.4932637
75.71	6.636539
75.72	6.6813121
75.73	6.6454935
75.74	6.654448
75.75	7.3887324
75.76	7.3976874
75.77	6.636539
75.78	6.8335419
75.79	6.9320436
75.8	5.9559827
75.81	5.7231607
75.82	6.5022187
75.83	6.5111732
75.84	6.1888046
75.85	5.9738922
75.86	5.7589798
75.87	6.0007563
75.88	6.0992575
75.89	5.8933001
75.9	5.7321157
75.91	6.117167
75.92	6.6902671
75.93	6.2873063
75.94	5.5172029
75.95	5.7410703
75.96	6.1977592
75.97	5.9828467
75.98	6.4484906
75.99	6.9857717
76	6.2693968
76.01	6.5380373
76.02	7.6484184
76.03	7.5857358
76.04	6.7171311
76.05	6.1082125
76.06	6.5559468
76.07	6.8245873
76.08	6.7350407
76.09	7.433506
76.1	7.6125998
76.11	6.8335419
76.12	6.0544844
76.13	5.9649372
76.14	6.4126716
76.15	6.9589076
76.16	7.1111374
76.17	6.1619406
76.18	5.9380732
76.19	6.3858075
76.2	6.3947625
76.21	6.654448
76.22	7.1827745
76.23	7.2991858
76.24	6.9589076
76.25	6.9857717
76.26	7.0305452
76.27	6.5290828
76.28	6.3589435
76.29	7.1380014
76.3	7.3529139
76.31	7.2275481
76.32	7.3260498
76.33	7.3618684
76.34	7.3260498
76.35	7.0126357
76.36	7.5140982
76.37	7.8901949
76.38	7.2096391
76.39	7.1827745
76.4	7.1648655
76.41	6.663403
76.42	7.1917295
76.43	7.0753183
76.44	6.5559468
76.45	6.8245873
76.46	6.7529497
76.47	6.9051795
76.48	7.0663638
76.49	6.627584
76.5	6.6902671
76.51	6.9857717
76.52	6.3231249
76.53	6.0276203
76.54	6.6007199
76.55	6.9768171
76.56	7.0126357
76.57	6.7798138
76.58	6.8604059
76.59	7.2006841
76.6	6.914134
76.61	6.3499889
76.62	6.2067142
76.63	6.2514873
76.64	6.5201278
76.65	6.3499889
76.66	5.9649372
76.67	6.4216266
76.68	6.4574451
76.69	6.4305811
76.7	6.9857717
76.71	6.6992216
76.72	5.9022546
76.73	5.597795
76.74	6.0544844
76.75	6.7439952
76.76	6.117167
76.77	5.4276562
76.78	6.0544844
76.79	6.4216266
76.8	6.2067142
76.81	6.5022187
76.82	6.6096749
76.83	6.5380373
76.84	7.0305452
76.85	6.4126716
76.86	6.1261215
76.87	6.7081766
76.88	6.3589435
76.89	6.144031
76.9	6.5738559
76.91	6.7260857
76.92	6.5917654
76.93	7.2812762
76.94	7.2365031
76.95	6.5917654
76.96	6.7708592
76.97	6.2156687
76.98	6.0992575
76.99	6.6723576
77	6.4216266
77.01	6.117167
77.02	6.0186653
77.03	6.1261215
77.04	6.376853
77.05	6.7081766
77.06	6.7798138
77.07	6.7798138
77.08	6.88727
77.09	6.914134
77.1	6.8156328
77.11	6.7260857
77.12	6.5649014
77.13	6.3141704
77.14	6.7171311
77.15	6.6902671
77.16	6.2693968
77.17	6.2783513
77.18	6.0813484
77.19	6.2246232
77.2	6.4305811
77.21	6.0544844
77.22	6.1082125
77.23	6.2246232
77.24	5.5888405
77.25	5.6157045
77.26	5.9828467
77.27	5.597795
77.28	5.7410703
77.29	6.1977592
77.3	6.2873063
77.31	6.3678985
77.32	6.5649014
77.33	6.5111732
77.34	5.9291186
77.35	6.3320794
77.36	6.9768171
77.37	6.7260857
77.38	7.0753183
77.39	7.3260498
77.4	6.7887688
77.41	6.4216266
77.42	6.0097108
77.43	6.4395356
77.44	7.3976874
77.45	6.7529497
77.46	6.627584
77.47	6.8156328
77.48	6.0186653
77.49	6.4663997
77.5	6.8514514
77.51	6.144031
77.52	6.1261215
77.53	6.0723934
77.54	5.9649372
77.55	6.2962608
77.56	6.376853
77.57	6.1708951
77.58	5.9828467
77.59	6.2873063
77.6	6.0813484
77.61	5.7321157
77.62	5.8127079
77.63	5.9022546
77.64	5.9291186
77.65	6.1708951
77.66	6.7619047
77.67	6.2067142
77.68	5.839572
77.69	6.4305811
77.7	6.117167
77.71	5.6604781
77.72	5.6962967
77.73	6.1082125
77.74	7.2096391
77.75	7.0842733
77.76	5.9291186
77.77	5.6157045
77.78	5.8753905
77.79	5.7858438
77.8	5.1948342
77.81	4.8993297
77.82	5.3022904
77.83	5.8037529
77.84	5.1411061
77.85	5.2306533
77.86	5.8216624
77.87	5.2754264
77.88	5.6336141
77.89	6.0365748
77.9	5.9380732
77.91	5.9470282
77.92	5.7052517
77.93	5.6425686
77.94	5.6873422
77.95	5.7321157
77.96	5.4455657
77.97	5.3291545
77.98	6.1082125
77.99	6.2067142
78	5.9559827
78.01	6.2693968
78.02	6.0903029
78.03	5.9649372
78.04	6.3052154
78.05	6.654448
78.06	6.7171311
78.07	6.4395356
78.08	5.8485265
78.09	5.6425686
78.1	5.6157045
78.11	5.5440669
78.12	5.4366107
78.13	5.0426044
78.14	5.5082483
78.15	6.1082125
78.16	6.2067142
78.17	6.3141704
78.18	5.9738922
78.19	5.6157045
78.2	5.7768888
78.21	6.3410344
78.22	6.7439952
78.23	6.4663997
78.24	6.2783513
78.25	6.2514873
78.26	5.839572
78.27	5.8127079
78.28	5.9649372
78.29	5.9022546
78.3	6.117167
78.31	6.1529856
78.32	6.2693968
78.33	6.1888046
78.34	6.3320794
78.35	6.896225
78.36	6.5022187
78.37	6.0186653
78.38	5.857481
78.39	6.1708951
78.4	6.3410344
78.41	5.4813843
78.42	5.1948342
78.43	5.4366107
78.44	5.1948342
78.45	5.1321516
78.46	5.5082483
78.47	5.4724298
78.48	5.4545202
78.49	5.8753905
78.5	5.5888405
78.51	5.5261579
78.52	6.2335782
78.53	6.4395356
78.54	5.9649372
78.55	5.8753905
78.56	6.1888046
78.57	6.4663997
78.58	6.7798138
78.59	6.2514873
78.6	5.8933001
78.61	6.0992575
78.62	5.7410703
78.63	5.4903388
78.64	5.4455657
78.65	5.570931
78.66	5.8216624
78.67	5.830617
78.68	5.9380732
78.69	5.6694326
78.7	5.1142421
78.71	5.1769252
78.72	5.1411061
78.73	5.2664719
78.74	5.7947984
78.75	5.2575173
78.76	5.3202
78.77	6.2962608
78.78	5.8485265
78.79	5.2754264
78.8	5.9112091
78.81	6.1888046
78.82	5.570931
78.83	5.7947984
78.84	6.3589435
78.85	6.1082125
78.86	5.7858438
78.87	5.6604781
78.88	5.5619764
78.89	5.4903388
78.9	5.5261579
78.91	5.8037529
78.92	5.9828467
78.93	5.7500248
78.94	5.4455657
78.95	5.570931
78.96	5.4366107
78.97	5.1769252
78.98	5.4455657
78.99	5.4007921
79	5.1858797
79.01	5.8037529
79.02	6.0634389
79.03	5.9380732
79.04	6.0723934
79.05	5.60675
79.06	5.7768888
79.07	5.7768888
79.08	5.2843814
79.09	5.3560185
79.1	5.1590157
79.11	5.3022904
79.12	6.0007563
79.13	6.2246232
79.14	6.2335782
79.15	6.403717
79.16	5.9022546
79.17	5.7500248
79.18	5.9738922
79.19	5.2127438
79.2	4.8187375
79.21	5.1500607
79.22	5.1231966
79.23	5.4276562
79.24	5.7589798
79.25	5.4455657
79.26	5.6783876
79.27	5.7321157
79.28	5.3560185
79.29	5.5351124
79.3	5.6694326
79.31	5.7679343
79.32	5.6962967
79.33	5.5440669
79.34	5.866436
79.35	6.1977592
79.36	6.0455294
79.37	6.1977592
79.38	6.1977592
79.39	5.6694326
79.4	5.7500248
79.41	5.7500248
79.42	5.2127438
79.43	5.4276562
79.44	5.9022546
79.45	5.2754264
79.46	5.3918376
79.47	6.0276203
79.48	5.3291545
79.49	5.060514
79.5	5.4724298
79.51	5.3022904
79.52	5.1321516
79.53	5.4545202
79.54	5.5261579
79.55	5.2575173
79.56	5.3739281
