2020-11-24T01:25:36.448Z,RTU04 Ready
2020-11-24T01:25:36.576Z,init good
2020-11-24T01:25:36.831Z,83.89
2020-11-24T01:25:36.942Z,83.89
2020-11-24T01:25:37.038Z,83.89
2020-11-24T01:25:37.134Z,83.89
2020-11-24T01:25:37.245Z,83.89
2020-11-24T01:25:37.341Z,83.89
2020-11-24T01:25:37.437Z,83.89
2020-11-24T01:25:37.548Z,83.89
2020-11-24T01:25:37.644Z,83.89
2020-11-24T01:25:37.755Z,83.89
2020-11-24T01:25:37.851Z,83.89
2020-11-24T01:25:37.947Z,83.89
2020-11-24T01:25:38.058Z,83.89
2020-11-24T01:25:38.154Z,83.89
2020-11-24T01:25:38.250Z,83.89
2020-11-24T01:25:38.361Z,83.89
2020-11-24T01:25:38.457Z,83.89
2020-11-24T01:25:38.569Z,83.89
2020-11-24T01:25:38.664Z,83.89
2020-11-24T01:25:38.760Z,83.89
2020-11-24T01:25:38.872Z,83.89
2020-11-24T01:25:38.967Z,83.89
2020-11-24T01:25:39.063Z,83.89
2020-11-24T01:25:39.174Z,83.89
2020-11-24T01:25:39.270Z,83.89
2020-11-24T01:25:39.382Z,83.89
2020-11-24T01:25:39.477Z,83.89
2020-11-24T01:25:39.573Z,83.89
2020-11-24T01:25:39.685Z,83.89
2020-11-24T01:25:39.781Z,83.89
2020-11-24T01:25:39.876Z,83.89
2020-11-24T01:25:39.988Z,83.89
2020-11-24T01:25:40.083Z,83.89
2020-11-24T01:25:40.195Z,83.89
2020-11-24T01:25:40.291Z,83.89
2020-11-24T01:25:40.386Z,83.89
2020-11-24T01:25:40.498Z,83.89
2020-11-24T01:25:40.594Z,83.89
2020-11-24T01:25:40.689Z,83.89
2020-11-24T01:25:40.801Z,83.89
2020-11-24T01:25:40.897Z,83.89
2020-11-24T01:25:41.008Z,83.89
2020-11-24T01:25:41.104Z,83.89
2020-11-24T01:25:41.200Z,83.89
2020-11-24T01:25:41.311Z,83.89
2020-11-24T01:25:41.407Z,83.89
2020-11-24T01:25:41.502Z,83.89
2020-11-24T01:25:41.614Z,83.89
2020-11-24T01:25:41.710Z,83.89
2020-11-24T01:25:41.821Z,83.89
2020-11-24T01:25:41.917Z,83.89
2020-11-24T01:25:42.013Z,83.89
